itemID,stimuli,gender,verb,study,language,subject,object,predicate,binary_choice_response,binary_choice,yes_no_response,subject_yes_probability,yes_no_choice,continuation_response,cont_choice,prompt
I505,Megan answered Kate. She,F,IC2,Ferstl et al.(2010),english,Megan,Kate,answered,M,Object,No,0.1828574497331168,Object,"smiled warmly and said, ""I've been thinking about what you said, and I think I have a great idea for our project.""",Subject,pronoun
I506,Angela toasted Amy. She,F,IC2,Ferstl et al.(2010),english,Angela,Amy,toasted,Amy,Object,No,0.1785068576561431,Object,was taken aback by the sudden gesture and looked at Angela with a mixture of surprise and curiosity.,Object,pronoun
I507,Anna hired Alice. She,F,IC2,Ferstl et al.(2010),english,Anna,Alice,hired,Alice,Object,No,0.035799947,Object,was a highly skilled and experienced event planner who would be in charge of organizing the company's annual charity gala.,Object,pronoun
I508,Nicole idolized Sarah. She,F,IC2,Ferstl et al.(2010),english,Nicole,Sarah,idolized,Sarah,Object,No,0.059599481745666705,Object,"was the most influential person in her life, someone who had been her best friend since childhood and had always been a source of inspiration and guidance.",Object,pronoun
I509,Claire counseled Emily. She,F,IC2,Ferstl et al.(2010),english,Claire,Emily,counseled,Cla,Subject,Yes,0.7351586113865609,Subject,was struggling to come to terms with the recent loss of her grandmother.,Object,pronoun
I511,Tina worried about Angela. She,F,IC2,Ferstl et al.(2010),english,Tina,Angela,worried about,Ang,Object,Yes,0.5162244667423657,Subject,"was supposed to meet her for lunch an hour ago, but her phone was going straight to voicemail.",Object,pronoun
I512,Kate celebrated Anna. She,F,IC2,Ferstl et al.(2010),english,Kate,Anna,celebrated,Anna,Object,No,0.20036842793819715,Object,had been planning the surprise birthday party for weeks and was thrilled to see her best friend's face light up with joy when she walked into the decorated room.,Subject,pronoun
I513,Amy mourned Nicole. She,F,IC2,Ferstl et al.(2010),english,Amy,Nicole,mourned,Amy,Subject,No,0.15269140182551535,Object,"had been her closest friend since childhood, and her sudden passing had left a gaping hole in her life.",Object,pronoun
I514,Alice spanked Claire. She,F,IC2,Ferstl et al.(2010),english,Alice,Claire,spanked,Cla,Object,No,0.06986815,Object,"had been warned that if she didn't finish her homework on time, there would be consequences.",Object,pronoun
I515,Sarah dreaded Tina. She,F,IC2,Ferstl et al.(2010),english,Sarah,Tina,dreaded,T,Object,No,0.2743860872200969,Object,had been acting strangely since their argument at the office party last week.,Ambiguous,pronoun
I516,Emily guided Kate. She,F,IC2,Ferstl et al.(2010),english,Emily,Kate,guided,Emily,Subject,Yes,0.5072909406629895,Subject,"was walking through the quiet forest, pointing out the different types of wildflowers that bloomed under the warm sunlight.",Subject,pronoun
I517,Megan adored Amy. She,F,IC2,Ferstl et al.(2010),english,Megan,Amy,adored,Amy,Object,No,0.14243330255486034,Object,"had always been a close friend since their college days, and Megan often sought her advice on matters of the heart.",Object,pronoun
I518,Angela consoled Alice. She,F,IC2,Ferstl et al.(2010),english,Angela,Alice,consoled,Alice,Object,No,0.044032829,Object,"was still crying uncontrollably, her eyes red and puffy from the tears she had shed over the loss of her beloved grandmother.",Object,pronoun
I519,Anna prized Sarah. She,F,IC2,Ferstl et al.(2010),english,Anna,Sarah,prized,Anna,Subject,No,0.087685576,Object,"was the closest friend she had ever had, someone who understood her quirks and supported her dreams without judgment.",Object,pronoun
I520,Nicole distrusted Emily. She,F,IC2,Ferstl et al.(2010),english,Nicole,Emily,distrusted,Emily,Object,No,0.24146219835857868,Object,"had been acting suspiciously around the office, and Nicole couldn't shake the feeling that she was hiding something.",Object,pronoun
I521,Claire employed Megan. She,F,IC2,Ferstl et al.(2010),english,Claire,Megan,employed,M,Object,No,0.3735998436225157,Object,was responsible for managing the marketing team at the company.,Object,pronoun
I522,Jane punished Angela. She,F,IC2,Ferstl et al.(2010),english,Jane,Angela,punished,Ang,Object,No,0.13592326675841696,Object,was sent to her room without dinner as a result.,Object,pronoun
I523,Tina resented Anna. She,F,IC2,Ferstl et al.(2010),english,Tina,Anna,resented,T,Object,No,0.062327299470721145,Object,"had always been the favorite of their mother, and Tina felt like she lived in Anna's shadow.",Object,pronoun
I524,Kate treasured Nicole. She,F,IC2,Ferstl et al.(2010),english,Kate,Nicole,treasured,Nic,Object,No,0.14338072445541453,Object,was one of the closest friends she had ever had.,Object,pronoun
I525,Amy penalized Claire. She,F,IC2,Ferstl et al.(2010),english,Amy,Claire,penalized,Cla,Object,Yes,0.5197904814455383,Subject,was upset about the decision and felt it was unfair.,Object,pronoun
I526,Alice sued Jane. She,F,IC2,Ferstl et al.(2010),english,Alice,Jane,sued,Alice,Subject,No,0.35137988234717304,Object,was awarded a substantial sum of money in damages for emotional distress and defamation.,Subject,pronoun
I527,Sarah detested Kate. She,F,IC2,Ferstl et al.(2010),english,Sarah,Kate,detested,Sarah,Subject,No,0.38679829800151594,Object,"was always making snide comments about Sarah's fashion sense, which made her feel self-conscious and insecure about her choices.",Object,pronoun
I529,Megan loved Alice. She,F,IC2,Ferstl et al.(2010),english,Megan,Alice,loved,Alice,Object,No,0.010443706619478481,Object,was a kind and gentle soul who had a way of making everyone feel at home.,Object,pronoun
I530,Angela commended Sarah. She,F,IC2,Ferstl et al.(2010),english,Angela,Sarah,commended,Sarah,Object,No,0.00660188,Object,had been working tirelessly for months to ensure the project's success.,Object,pronoun
I531,Anna pitied Emily. She,F,IC2,Ferstl et al.(2010),english,Anna,Emily,pitied,Emily,Object,No,0.065000408,Object,"had been struggling with her mental health for months, and the recent loss of her job had pushed her to the breaking point.",Object,pronoun
I532,Nicole applauded Megan. She,F,IC2,Ferstl et al.(2010),english,Nicole,Megan,applauded,M,Object,No,0.030866858,Object,was visibly touched by the heartfelt gesture.,Object,pronoun
I533,Claire feared Angela. She,F,IC2,Ferstl et al.(2010),english,Claire,Angela,feared,Cla,Subject,No,0.49162866,Object,"was a master manipulator, always getting what she wanted by using her charming smile and innocent-looking eyes to lure people into doing her bidding.",Object,pronoun
I534,Jane fed Anna. She,F,IC2,Ferstl et al.(2010),english,Jane,Anna,fed,Anna,Object,No,0.14562550556669993,Object,"had been waiting all morning for a snack, and the freshly baked cookies Jane had made were exactly what she needed.",Object,pronoun
I535,Tina loathed Nicole. She,F,IC2,Ferstl et al.(2010),english,Tina,Nicole,loathed,T,Object,Yes,0.5590279582000887,Subject,"had been consistently making snide comments about Tina's fashion sense behind her back, and it was starting to wear thin.",Object,pronoun
I536,Kate rewarded Claire. She,F,IC2,Ferstl et al.(2010),english,Kate,Claire,rewarded,Cla,Object,No,0.2656057314414145,Object,"gave her a beautiful, handmade necklace that Claire had been eyeing for months.",Subject,pronoun
I537,Amy appreciated Jane. She,F,IC2,Ferstl et al.(2010),english,Amy,Jane,appreciated,Jane,Object,No,0.093474745,Object,was a kind and supportive friend who had been there for her through thick and thin.,Object,pronoun
I538,Alice despised Tina. She,F,IC2,Ferstl et al.(2010),english,Alice,Tina,despised,T,Object,No,0.48089479059665524,Object,"had been plotting her revenge for months, waiting for the perfect moment to strike and finally gain the upper hand in their long-standing rivalry.",Subject,pronoun
I539,Sarah disliked Amy. She,F,IC2,Ferstl et al.(2010),english,Sarah,Amy,disliked,Amy,Object,Yes,0.5523073722298771,Subject,had always been a bit jealous of Amy's natural talent and effortless charm.,Subject,pronoun
I540,Emily favoured Alice. She,F,IC2,Ferstl et al.(2010),english,Emily,Alice,favoured,Alice,Object,No,0.1369549835628407,Object,was a close friend from her childhood and had always been a source of comfort and support in times of need.,Object,pronoun
I541,Megan hated Sarah. She,F,IC2,Ferstl et al.(2010),english,Megan,Sarah,hated,M,Object,No,0.15045599093635037,Object,"had always been jealous of Sarah's perfect smile and effortless charm, which made her the center of attention in any social situation.",Subject,pronoun
I542,Angela liked Emily. She,F,IC2,Ferstl et al.(2010),english,Angela,Emily,liked,Emily,Object,No,0.06532941,Object,"was a kind and gentle soul, always willing to lend a helping hand to those in need.",Object,pronoun
I543,Anna respected Megan. She,F,IC2,Ferstl et al.(2010),english,Anna,Megan,respected,M,Object,No,0.038846771,Object,was a talented artist with a unique style that Anna admired greatly.,Object,pronoun
I544,Nicole admired Angela. She,F,IC2,Ferstl et al.(2010),english,Nicole,Angela,admired,Ang,Object,No,0.053963215,Object,had a unique sense of style that often left people in awe.,Object,pronoun
I545,Claire carried Anna. She,F,IC2,Ferstl et al.(2010),english,Claire,Anna,carried,Cla,Subject,Yes,0.5005569291222992,Subject,"was heading towards the old mansion that stood at the edge of the forest, its grandeur and mystery drawing them in with an otherworldly allure.",Subject,pronoun
I546,Jane envied Nicole. She,F,IC2,Ferstl et al.(2010),english,Jane,Nicole,envied,Jane,Subject,No,0.018425468469578998,Object,had always been the more popular and confident one in their group of friends.,Object,pronoun
I547,Tina fancied Claire. She,F,IC2,Ferstl et al.(2010),english,Tina,Claire,fancied,Cla,Object,No,0.34700525703466706,Object,had been her best friend since childhood and had always secretly harbored romantic feelings for her.,Object,pronoun
I548,Kate laughed at Jane. She,F,IC2,Ferstl et al.(2010),english,Kate,Jane,laughed at,Jane,Object,No,0.1323840687545153,Object,"smiled back at Kate, seemingly amused by the joke she had just made.",Object,pronoun
I01,Mike aggravated Tony.,M,IC1,Rohde & Kehler (2014),english,Mike,Tony,aggravated,Tony,Object,No,0.4518835272995868,Object,"Tony stormed out of the room, slamming the door behind him.",Object,free
I02,Tony amazed Eric.,M,IC1,Rohde & Kehler (2014),english,Tony,Eric,amazed,Eric,Object,No,0.30378386920753175,Object,Tony's incredible magic trick had left Eric speechless.,Subject,free
I03,Eric amused Zack.,M,IC1,Rohde & Kehler (2014),english,Eric,Zack,amused,Z,Object,No,0.33382983567712354,Object,He couldn't help but laugh at the silly joke Eric had just told.,Object,free
I04,Zack annoyed Ben.,M,IC1,Rohde & Kehler (2014),english,Zack,Ben,annoyed,Z,Subject,Yes,0.5644542626553147,Subject,"Ben shot him a dirty look, but said nothing.",Object,free
I05,Ben apologized to Paul.,M,IC1,Rohde & Kehler (2014),english,Ben,Paul,apologized to,Ben,Subject,No,0.12045589867004333,Object,He explained that he was truly sorry for his thoughtless words at the party.,Subject,free
I06,Paul bored David.,M,IC1,Rohde & Kehler (2014),english,Paul,David,bored,David,Object,Yes,0.552421451,Subject,David couldn't help but let out a sigh as he sat back in his chair.,Object,free
I07,David charmed Nick.,M,IC1,Rohde & Kehler (2014),english,David,Nick,charmed,Nick,Object,No,0.3128361639889422,Object,Nick couldn't help but smile back at David's warm and genuine smile.,Object,free
I08,Nick offended Steve.,M,IC1,Rohde & Kehler (2014),english,Nick,Steve,offended,Steve,Object,No,0.3309373103623642,Object,"Steve immediately walked away, not wanting to engage in a potentially heated argument.",Object,free
I09,Steve confessed to Brian.,M,IC1,Rohde & Kehler (2014),english,Steve,Brian,confessed to,Brian,Object,No,0.12226063693727368,Object,He was planning to run away to Europe with his secret girlfriend.,Subject,free
I10,Brian deceived Frank.,M,IC1,Rohde & Kehler (2014),english,Brian,Frank,deceived,Brian,Subject,No,0.15188601569976418,Object,This led to a deep-seated mistrust between the two friends that would take years to repair.,They,free
I11,Frank disappointd Simon.,M,IC1,Rohde & Kehler (2014),english,Frank,Simon,disappointd,Frank,Subject,Yes,0.5207225278021075,Subject,Simon's face fell as he looked at Frank with a mix of sadness and disappointment.,Object,free
I12,Simon exasperated Justin.,M,IC1,Rohde & Kehler (2014),english,Simon,Justin,exasperated,Justin,Object,Yes,0.6666033542820395,Subject,"He had been trying to get Justin to focus on the project for hours, but it seemed like he was stuck in a perpetual state of distraction.",Subject,free
I13,Justin fascinated Mike.,M,IC1,Rohde & Kehler (2014),english,Justin,Mike,fascinated,Justin,Subject,No,0.34869929490974333,Object,"He had always been drawn to the quiet, reserved nature that Mike possessed.",Subject,free
I14,Mike frightened Eric.,M,IC1,Rohde & Kehler (2014),english,Mike,Eric,frightened,Eric,Object,No,0.35115185044475966,Object,"Eric took a step back, his eyes wide with fear.",Object,free
I15,Tony humiliated Zack.,M,IC1,Rohde & Kehler (2014),english,Tony,Zack,humiliated,Z,Object,No,0.07926311,Object,"Zack stormed out of the room, slamming the door behind him.",Object,free
I16,Eric infuriated Ben.,M,IC1,Rohde & Kehler (2014),english,Eric,Ben,infuriated,Ben,Object,Yes,0.655357715,Subject,"Ben stormed out of the room, slamming the door behind him.",Object,free
I17,Zack inspires Paul.,M,IC1,Rohde & Kehler (2014),english,Zack,Paul,inspires,Paul,Object,No,0.3978042167937516,Object,Paul looks up to Zack as a role model in his entrepreneurial ventures.,Object,free
I18,Ben intimidates David.,M,IC1,Rohde & Kehler (2014),english,Ben,David,intimidates,David,Object,Yes,0.5337714813873518,Subject,Ben's intimidating presence made David hesitant to speak up.,Subject,free
I19,Paul scares Nick.,M,IC1,Rohde & Kehler (2014),english,Paul,Nick,scares,Nick,Object,No,0.33535113060719235,Object,"Nick quickly runs out of the room, tripping over his own feet.",Object,free
I20,David surprised Steve.,M,IC1,Rohde & Kehler (2014),english,David,Steve,surprised,Steve,Object,No,0.10467068548054918,Object,He had been planning the surprise party for weeks and couldn't wait to see Steve's reaction.,Subject,free
I21,Nick consulted Brian.,M,IC1,Ferstl et al.(2010),english,Nick,Brian,consulted,Brian,Object,No,0.079898447,Object,Nick consulted Brian about the mysterious letter that had arrived unexpectedly in the mail.,Object,free
I22,Steve attracted Frank.,M,IC1,Ferstl et al.(2010),english,Steve,Frank,attracted,Steve,Subject,No,0.47307959968776553,Object,"Frank, a seasoned detective, was intrigued by Steve's mysterious aura.",Object,free
I23,Brian agitated Simon.,M,IC1,Ferstl et al.(2010),english,Brian,Simon,agitated,Brian,Subject,No,0.37806172307718633,Object,Simon's expression darkened in response.,Object,free
I24,Frank angered Justin.,M,IC1,Ferstl et al.(2010),english,Frank,Justin,angered,Frank,Subject,No,0.40254185753105054,Object,"Justin stormed out of the room, slamming the door behind him.",Object,free
I25,Simon delighted Mike.,M,IC1,Ferstl et al.(2010),english,Simon,Mike,delighted,Mike,Object,No,0.24981887423793128,Object,Simon delighted Mike with his surprise birthday party that he had been planning in secret for weeks.,Subject,free
I26,Justin pleased Tony.,M,IC1,Ferstl et al.(2010),english,Justin,Tony,pleased,Justin,Subject,No,0.38551561793100847,Object,"Tony smiled back at Justin, his eyes crinkling at the corners.",Object,free
I27,Mike called Zack.,M,IC1,Ferstl et al.(2010),english,Mike,Zack,called,Z,Object,No,0.14302764533398002,Object,"Zack answered on the first ring, sounding a bit groggy from sleep.",Object,free
I28,Tony telephoned Ben.,M,IC1,Ferstl et al.(2010),english,Tony,Ben,telephoned,Tony,Subject,No,0.11223037038076843,Object,"Ben answered on the first ring, sounding slightly out of breath.",Object,free
I29,Eric concerned Paul.,M,IC1,Ferstl et al.(2010),english,Eric,Paul,concerned,Paul,Object,No,0.42410827252593075,Object,"He had been acting strangely all day, and Eric couldn't shake the feeling that something was wrong.",Object,free
I30,Zack irritated David.,M,IC1,Ferstl et al.(2010),english,Zack,David,irritated,David,Object,No,0.4306974306654635,Object,David shot him a stern look in response.,Object,free
I31,Ben antagonized Nick.,M,IC1,Ferstl et al.(2010),english,Ben,Nick,antagonized,Nick,Object,No,0.39416330940358335,Object,"Nick's temper flared up, and he stormed out of the room.",Object,free
I32,Paul frustrated Steve.,M,IC1,Ferstl et al.(2010),english,Paul,Steve,frustrated,Steve,Object,No,0.4378948755651935,Object,Steve's usually calm demeanor was visibly shaken by Paul's outburst.,Object,free
I33,David appalled Brian.,M,IC1,Ferstl et al.(2010),english,David,Brian,appalled,Brian,Object,No,0.1650392857534922,Object,Brian's expression turned pale as he realized he had accidentally spilled coffee all over his favorite shirt.,Object,free
I34,Nick captivated Frank.,M,IC1,Ferstl et al.(2010),english,Nick,Frank,captivated,Nick,Subject,No,0.12659363435717827,Object,He was taken aback by Nick's charisma and infectious smile.,Object,free
I35,Steve inspired Simon.,M,IC1,Ferstl et al.(2010),english,Steve,Simon,inspired,Simon,Subject,Yes,0.6527632217447117,Subject,Simon was so inspired by Steve's determination that he decided to join him on his ambitious project.,Object,free
I36,Brian lied to Justin.,M,IC1,Ferstl et al.(2010),english,Brian,Justin,lied to,Justin,Object,No,0.21403889044192875,Object,"Justin's eyes narrowed, his voice low and even as he replied, ""What did you say?""",Object,free
I37,Frank maddened Mike.,M,IC1,Ferstl et al.(2010),english,Frank,Mike,maddened,Frank,Subject,No,0.46671995465382055,Object,"Mike stormed out of the room, slamming the door behind him.",Object,free
I38,Simon peeved Tony.,M,IC1,Ferstl et al.(2010),english,Simon,Tony,peeved,Tony,Object,Yes,0.722607141,Subject,Tony shot back with a sarcastic remark that left Simon speechless.,Object,free
I39,Justin entranced Eric.,M,IC1,Ferstl et al.(2010),english,Justin,Eric,entranced,Eric,Object,No,0.14304805641560728,Object,He couldn't take his eyes off the charismatic young musician's soulful voice echoing through the dimly lit coffee shop.,Object,free
I40,Mike intrigued Ben.,M,IC1,Ferstl et al.(2010),english,Mike,Ben,intrigued,Ben,Object,Yes,0.5165722643361915,Subject,"He had always been a bit of an enigma to the group, but there was something about him that drew people in.",Subject,free
I41,Tony repulsed Paul.,M,IC1,Ferstl et al.(2010),english,Tony,Paul,repulsed,Paul,Object,No,0.22847621415824584,Object,"Tony's reaction was unexpected, given their long-standing friendship.",Subject,free
I42,Eric worried David.,M,IC1,Ferstl et al.(2010),english,Eric,David,worried,David,Object,No,0.33808847309968454,Object,because he had just received some disturbing news about David's sister.,Subject,free
I43,Zack betrayed Nick.,M,IC1,Ferstl et al.(2010),english,Zack,Nick,betrayed,Z,Subject,No,0.2316893560935257,Object,"Nick's trust in their friendship was shattered, and he struggled to come to terms with the sudden betrayal.",Object,free
I44,Ben confessed to Steve.,M,IC1,Ferstl et al.(2010),english,Ben,Steve,confessed to,Ben,Subject,No,0.2093670911039841,Object,"He had been carrying the secret for months, and the weight of it was finally starting to show.",Subject,free
I45,Paul scared Brian.,M,IC1,Ferstl et al.(2010),english,Paul,Brian,scared,Brian,Object,No,0.2375190692829393,Object,Brian ran quickly out of the room.,Object,free
I46,David wowed Frank.,M,IC1,Ferstl et al.(2010),english,David,Frank,wowed,Frank,Object,No,0.18617983659258724,Object,He was amazed by David's incredible magic trick.,Object,free
I47,Nick disappointed Simon.,M,IC1,Ferstl et al.(2010),english,Nick,Simon,disappointed,Nick,Subject,Yes,0.5773604831413199,Subject,"Nick's expression fell, and he walked away, leaving Simon feeling guilty for his harsh words.",Subject,free
I48,Steve intimidated Justin.,M,IC1,Ferstl et al.(2010),english,Steve,Justin,intimidated,Justin,Object,No,0.2488610308748361,Object,"Justin's eyes widened in surprise as he took a step back, his hands raised in a defensive gesture.",Object,free
I49,Brian bugged Mike.,M,IC1,Ferstl et al.(2010),english,Brian,Mike,bugged,Brian,Subject,No,0.24885095727301298,Object,Mike was not pleased with the constant interruptions.,Object,free
I50,Frank daunted Tony.,M,IC1,Ferstl et al.(2010),english,Frank,Tony,daunted,Tony,Object,Yes,0.5658406465132588,Subject,"He was known for his intimidating presence, but Tony stood his ground.",Subject,free
I51,Simon echoed Eric.,M,IC1,Ferstl et al.(2010),english,Simon,Eric,echoed,Eric,Object,No,0.16072290522421023,Object,"His words hung in the air as the group fell silent, awaiting Eric's response.",Subject,free
I52,Justin enthralled Zack.,M,IC1,Ferstl et al.(2010),english,Justin,Zack,enthralled,Z,Object,No,0.39057274262635483,Object,He was captivated by Justin's charismatic smile and infectious laughter.,Object,free
I53,Mike excited Paul.,M,IC1,Ferstl et al.(2010),english,Mike,Paul,excited,Paul,Object,No,0.3934125904200903,Object,He had just won the lottery.,Ambiguous,free
I54,Tony gladdened David.,M,IC1,Ferstl et al.(2010),english,Tony,David,gladdened,David,Object,No,0.13816681728078264,Object,His warm smile and genuine kindness made David feel instantly at ease.,Subject,free
I55,Eric mesmerised Nick.,M,IC1,Ferstl et al.(2010),english,Eric,Nick,mesmerised,Eric,Subject,No,0.3138538069711675,Object,"Nick's eyes widened in surprise as he stumbled backward, almost losing his balance.",Object,free
I56,Zack enraged Steve.,M,IC1,Ferstl et al.(2010),english,Zack,Steve,enraged,Z,Subject,Yes,0.5879665668674088,Subject,"Steve stormed out of the room, slamming the door behind him.",Object,free
I57,Ben enticed Brian.,M,IC1,Ferstl et al.(2010),english,Ben,Brian,enticed,Brian,Subject,No,0.12776147216210862,Object,He with a mysterious offer that would change their friendship forever.,Ambiguous,free
I58,Paul provoked Frank.,M,IC1,Ferstl et al.(2010),english,Paul,Frank,provoked,Frank,Object,No,0.4038342351428121,Object,"Frank's temper flared, and he stormed out of the room.",Object,free
I59,David unnerved Simon.,M,IC1,Ferstl et al.(2010),english,David,Simon,unnerved,Simon,Object,No,0.16151138258025008,Object,Simon's eyes widened in alarm as he took a step back.,Object,free
I60,Nick frightened Justin.,M,IC1,Ferstl et al.(2010),english,Nick,Justin,frightened,Justin,Object,No,0.4306464295214058,Object,"Justin quickly ran out of the room, slamming the door behind him.",Object,free
I61,Steve troubled Mike.,M,IC1,Ferstl et al.(2010),english,Steve,Mike,troubled,Mike,Object,Yes,0.5606978014136302,Subject,"He had been doing it for weeks, always finding new ways to get under his skin.",Subject,free
I62,Brian repelled Tony.,M,IC1,Ferstl et al.(2010),english,Brian,Tony,repelled,Brian,Subject,No,0.18213806304566563,Object,"Tony tumbled down the rocky cliffside, his scream echoing through the canyon.",Object,free
I63,Frank sickened Eric.,M,IC1,Ferstl et al.(2010),english,Frank,Eric,sickened,Eric,Object,Yes,0.5020214551126689,Subject,He felt a wave of anger wash over him as he realized Frank had betrayed their trust.,Object,free
I64,Simon revolted Zack.,M,IC1,Ferstl et al.(2010),english,Simon,Zack,revolted,Z,Object,No,0.2901672292475155,Object,Zack was caught off guard by the sudden outburst.,Object,free
I65,Justin trailed Ben.,M,IC1,Ferstl et al.(2010),english,Justin,Ben,trailed,Justin,Subject,No,0.27658018006762636,Object,"As they walked through the dense forest, the sound of rustling leaves beneath their feet was the only indication that they were being followed.",They,free
I66,Mike upset David.,M,IC1,Ferstl et al.(2010),english,Mike,David,upset,David,Object,No,0.45878987846112074,Object,"David stormed out of the room, slamming the door behind him.",Object,free
I67,Tony exhausted Nick.,M,IC1,Ferstl et al.(2010),english,Tony,Nick,exhausted,Nick,Object,No,0.43141640042014123,Object,"Nick stumbled backward, his eyes wide with a mix of shock and exhaustion.",Object,free
I68,Eric wearied Steve.,M,IC1,Ferstl et al.(2010),english,Eric,Steve,wearied,Steve,Object,No,0.14593682500993638,Object,Steve couldn't help but notice the exhaustion in Eric's eyes.,Object,free
I69,Zack staggered Brian.,M,IC1,Ferstl et al.(2010),english,Zack,Brian,staggered,Brian,Object,No,0.18869413102110197,Object,"Brian's eyes widened in shock as he stumbled backward, almost losing his balance.",Object,free
I70,Ben cheated Frank.,M,IC1,Ferstl et al.(2010),english,Ben,Frank,cheated,Frank,Object,No,0.34010794821707946,Object,This led to a deep-seated mistrust between the two friends that would take years to repair.,They,free
I71,Paul repaid Simon.,M,IC1,Ferstl et al.(2010),english,Paul,Simon,repaid,Simon,Object,No,0.12387319548607087,Object,Simon nodded in gratitude and handed Paul a cold beer from the fridge.,Object,free
I72,David astounded Justin.,M,IC1,Ferstl et al.(2010),english,David,Justin,astounded,Justin,Object,No,0.34983641706194807,Object,He had just revealed a shocking family secret that had been hidden for years.,Subject,free
I73,Nick exhilarated Mike.,M,IC1,Ferstl et al.(2010),english,Nick,Mike,exhilarated,Mike,Object,Yes,0.5783137545303478,Subject,This led to a series of daring stunts that Mike had never attempted before.,NA,free
I74,Steve spooked Tony.,M,IC1,Ferstl et al.(2010),english,Steve,Tony,spooked,Tony,Object,No,0.32861235633851155,Object,"Tony's eyes widened in surprise as he stumbled backward, almost knocking over a stack of boxes in the process.",Object,free
I75,Brian unsettled Eric.,M,IC1,Ferstl et al.(2010),english,Brian,Eric,unsettled,Brian,Subject,No,0.23342248767474755,Object,Eric's calm demeanor was a stark contrast to the anxiety that suddenly washed over his face.,Object,free
I76,Frank flabbergasted Zack.,M,IC1,Ferstl et al.(2010),english,Frank,Zack,flabbergasted,Frank,Subject,No,0.30185001372108844,Object,"He stumbled backward, his eyes wide with shock.",Object,free
I77,Simon kissed Ben.,M,IC1,Ferstl et al.(2010),english,Simon,Ben,kissed,Ben,Object,No,0.12159719112810483,Object,"As they stood there, frozen in the moment, Ben's eyes locked onto Simon's, a mix of emotions swirling in their depths.",They,free
I78,Justin nuzzled Paul.,M,IC1,Ferstl et al.(2010),english,Justin,Paul,nuzzled,Justin,Subject,No,0.085425961,Object,"Paul's eyes fluttered open, and he smiled softly at Justin's gentle touch.",Object,free
I79,Mike pained Nick.,M,IC1,Ferstl et al.(2010),english,Mike,Nick,pained,Nick,Object,No,0.3388425231610107,Object,"Nick's expression turned from curiosity to confusion as he asked, ""What's wrong?""",Object,free
I80,Tony confused Steve.,M,IC1,Ferstl et al.(2010),english,Tony,Steve,confused,Steve,Object,No,0.43342339249368306,Object,"Steve tried to explain his plan to Tony, but it only seemed to confuse him more.",Object,free
I81,Eric distressed Brian.,M,IC1,Ferstl et al.(2010),english,Eric,Brian,distressed,Brian,Object,No,0.4402336403674998,Object,He had been feeling anxious about their upcoming camping trip for weeks.,Ambiguous,free
I82,Zack vexed Frank.,M,IC1,Ferstl et al.(2010),english,Zack,Frank,vexed,Frank,Object,No,0.4338754266410125,Object,"He stormed out of the room, slamming the door behind him.",Object,free
I83,Ben bothered Simon.,M,IC1,Ferstl et al.(2010),english,Ben,Simon,bothered,Ben,Subject,No,0.21184974368117473,Object,Ben bothered Simon because he had borrowed his favorite video game and forgotten to return it.,Subject,free
I84,Paul alarmed Justin.,M,IC1,Ferstl et al.(2010),english,Paul,Justin,alarmed,Justin,Object,No,0.4155135042390486,Object,He immediately jumped up from his seat.,Ambiguous,free
I85,David disgruntled Mike.,M,IC1,Ferstl et al.(2010),english,David,Mike,disgruntled,David,Subject,No,0.22479942865834168,Object,Mike stormed out of the room.,Object,free
I86,Nick plagued Tony.,M,IC1,Ferstl et al.(2010),english,Nick,Tony,plagued,Tony,Object,No,0.2674327801148703,Object,His constant pranks and jokes drove Tony to the brink of insanity.,Subject,free
I87,Steve shadowed Eric.,M,IC1,Ferstl et al.(2010),english,Steve,Eric,shadowed,Eric,Object,No,0.25590176556271477,Object,"He had been doing it for weeks, trying to learn the ins and outs of the detective agency.",Subject,free
I88,Brian tailed Zack.,M,IC1,Ferstl et al.(2010),english,Brian,Zack,tailed,Z,Object,No,0.2101995776305742,Object,"Brian had been following him since school, determined to confront him about the prank that had ruined his favorite video game.",Subject,free
I89,Frank incensed Ben.,M,IC1,Ferstl et al.(2010),english,Frank,Ben,incensed,Ben,Object,Yes,0.5910169927785063,Subject,"Ben stormed out of the room, slamming the door behind him.",Object,free
I90,Simon baffled Paul.,M,IC1,Ferstl et al.(2010),english,Simon,Paul,baffled,Paul,Object,Yes,0.8386883292717124,Subject,He couldn't understand how his best friend could be so oblivious to the obvious clues.,Object,free
I91,Justin shocked David.,M,IC1,Ferstl et al.(2010),english,Justin,David,shocked,David,Object,No,0.17675964599214875,Object,He had just revealed the shocking truth about their long-lost family heirloom.,Subject,free
I92,Mike disobeyed Steve.,M,IC1,Ferstl et al.(2010),english,Mike,Steve,disobeyed,Steve,Object,No,0.072575108,Object,"As a result, Mike received a stern warning from their boss, John.",Subject,free
I93,Tony distracted Brian.,M,IC1,Ferstl et al.(2010),english,Tony,Brian,distracted,Brian,Object,No,0.32917091533489967,Object,Brian's attention wandered away from the important presentation he was supposed to be giving.,Object,free
I94,Eric married Frank.,M,IC1,Ferstl et al.(2010),english,Eric,Frank,married,Frank,Object,No,0.3120179170297283,Object,They had a beautiful wedding at a quaint little vineyard surrounded by their closest friends and family.,They,free
I95,Zack met Simon.,M,IC1,Ferstl et al.(2010),english,Zack,Simon,met,Z,Subject,No,0.17281321943100292,Object,"They had not seen each other in years, since their college days when they were part of the same rugby team.",They,free
