itemID,stimuli,gender,verb,study,language,subject,object,predicate,binary_choice_response,binary_choice,yes_no_response,yes_no_choice,subject_yes_probability,continuation_response,cont_choice,prompt
I19,Paul scares Nick. He,M,IC1,Rohde & Kehler (2014),english,Paul,Nick,scares,Paul,Subject,Yes,Subject,0.999841289,jumps out from behind the door to startle him.,Subject,pronoun
I20,David surprised Steve. He,M,IC1,Rohde & Kehler (2014),english,David,Steve,surprised,David,Subject,Yes,Subject,0.993281131,"handed him a small, wrapped gift.",Subject,pronoun
I21,Nick consulted Brian. He,M,IC1,Ferstl et al.(2010),english,Nick,Brian,consulted,Nick,Subject,Yes,Subject,0.985677056,provided a detailed explanation to help clarify Nick's concerns.,Object,pronoun
I22,Steve attracted Frank. He,M,IC1,Ferstl et al.(2010),english,Steve,Frank,attracted,Steve,Subject,Yes,Subject,0.987894035,was drawn to Steve's charm and confidence.,Object,pronoun
I23,Brian agitated Simon. He,M,IC1,Ferstl et al.(2010),english,Brian,Simon,agitated,Brian,Subject,Yes,Subject,0.994955368,"raised his voice, trying to make his point more forcefully.",Subject,pronoun
I24,Frank angered Justin. He,M,IC1,Ferstl et al.(2010),english,Frank,Justin,angered,Frank,Subject,Yes,Subject,0.98547523,stormed out of the room without saying another word.,Object,pronoun
I25,Simon delighted Mike. He,M,IC1,Ferstl et al.(2010),english,Simon,Mike,delighted,Simon,Subject,Yes,Subject,0.99960218,was thrilled by Simon's kind gesture.,Object,pronoun
I26,Justin pleased Tony. He,M,IC1,Ferstl et al.(2010),english,Justin,Tony,pleased,Justin,Subject,Yes,Subject,0.990203791,smiled warmly in response.,Object,pronoun
I27,Mike called Zack. He,M,IC1,Ferstl et al.(2010),english,Mike,Zack,called,Mike,Subject,Yes,Subject,0.997502495,wanted to ask him for advice about the upcoming project.,Subject,pronoun
I28,Tony telephoned Ben. He,M,IC1,Ferstl et al.(2010),english,Tony,Ben,telephoned,Tony,Subject,Yes,Subject,0.880683156,wanted to discuss the upcoming project with him.,Subject,pronoun
I29,Eric concerned Paul. He,M,IC1,Ferstl et al.(2010),english,Eric,Paul,concerned,Eric,Subject,Yes,Subject,0.995571997,worried about Paul's well-being.,Subject,pronoun
I30,Zack irritated David. He,M,IC1,Ferstl et al.(2010),english,Zack,David,irritated,Z,Subject,Yes,Subject,0.994625285,refused to listen to David's suggestions.,Subject,pronoun
I31,Ben antagonized Nick. He,M,IC1,Ferstl et al.(2010),english,Ben,Nick,antagonized,Ben,Subject,Yes,Subject,0.981991241,retaliated by ignoring him for the rest of the day.,Object,pronoun
I32,Paul frustrated Steve. He,M,IC1,Ferstl et al.(2010),english,Paul,Steve,frustrated,Paul,Subject,Yes,Subject,0.996805658,struggled to explain his actions.,Subject,pronoun
I33,David appalled Brian. He,M,IC1,Ferstl et al.(2010),english,David,Brian,appalled,David,Subject,Yes,Subject,0.999271867,couldn't believe what David had done.,Object,pronoun
I34,Nick captivated Frank. He,M,IC1,Ferstl et al.(2010),english,Nick,Frank,captivated,Nick,Subject,Yes,Subject,0.998114549,admired Nick's charisma and found himself drawn to his energy.,Object,pronoun
I35,Steve inspired Simon. He,M,IC1,Ferstl et al.(2010),english,Steve,Simon,inspired,Steve,Subject,Yes,Subject,0.997970167,looked up to Steve as a role model.,Object,pronoun
I36,Brian lied to Justin. He,M,IC1,Ferstl et al.(2010),english,Brian,Justin,lied to,Brian,Subject,Yes,Subject,0.998867571,felt guilty about it immediately.,Subject,pronoun
I37,Frank maddened Mike. He,M,IC1,Ferstl et al.(2010),english,Frank,Mike,maddened,Frank,Subject,Yes,Subject,0.951415829,lunged at him in frustration.,Object,pronoun
I38,Simon peeved Tony. He,M,IC1,Ferstl et al.(2010),english,Simon,Tony,peeved,Simon,Subject,Yes,Subject,0.993888866,refused to apologize despite knowing he was in the wrong.,Subject,pronoun
I39,Justin entranced Eric. He,M,IC1,Ferstl et al.(2010),english,Justin,Eric,entranced,Justin,Subject,Yes,Subject,0.999839263,couldn't look away from Justin's captivating performance.,Object,pronoun
I40,Mike intrigued Ben. He,M,IC1,Ferstl et al.(2010),english,Mike,Ben,intrigued,Mike,Subject,Yes,Subject,0.981967791,seemed to have a mysterious plan that he wouldn't fully reveal.,Subject,pronoun
I41,Tony repulsed Paul. He,M,IC1,Ferstl et al.(2010),english,Tony,Paul,repulsed,Tony,Subject,Yes,Subject,0.777256502,couldn't stand his constant bragging and rude behavior.,Object,pronoun
I42,Eric worried David. He,M,IC1,Ferstl et al.(2010),english,Eric,David,worried,Eric,Subject,Yes,Subject,0.999729045,seemed distant and preoccupied lately.,Object,pronoun
I43,Zack betrayed Nick. He,M,IC1,Ferstl et al.(2010),english,Zack,Nick,betrayed,Z,Subject,Yes,Subject,0.49998939,felt a deep pang of regret but knew it was too late to undo the damage.,Subject,pronoun
I44,Ben confessed to Steve. He,M,IC1,Ferstl et al.(2010),english,Ben,Steve,confessed to,Ben,Subject,No,Object,0.814035842,felt guilty about what he had done.,Subject,pronoun
I45,Paul scared Brian. He,M,IC1,Ferstl et al.(2010),english,Paul,Brian,scared,Paul,Subject,Yes,Subject,0.996783976,ran out of the room screaming.,Object,pronoun
I46,David wowed Frank. He,M,IC1,Ferstl et al.(2010),english,David,Frank,wowed,David,Subject,Yes,Subject,0.999818048,couldn't believe how talented David was.,Object,pronoun
I47,Nick disappointed Simon. He,M,IC1,Ferstl et al.(2010),english,Nick,Simon,disappointed,Nick,Subject,Yes,Subject,0.97502628,apologized sincerely for his actions.,Subject,pronoun
I48,Steve intimidated Justin. He,M,IC1,Ferstl et al.(2010),english,Steve,Justin,intimidated,Steve,Subject,Yes,Subject,0.98900179,refused to make eye contact and kept his distance.,Subject,pronoun
I49,Brian bugged Mike. He,M,IC1,Ferstl et al.(2010),english,Brian,Mike,bugged,Brian,Subject,Yes,Subject,0.962542317,didn't stop pestering him despite numerous warnings.,Subject,pronoun
I50,Frank daunted Tony. He,M,IC1,Ferstl et al.(2010),english,Frank,Tony,daunted,Frank,Subject,Yes,Subject,0.99999182,felt intimidated by Frank's imposing presence.,Object,pronoun
I51,Simon echoed Eric. He,M,IC1,Ferstl et al.(2010),english,Simon,Eric,echoed,Simon,Subject,Yes,Subject,0.998474401,repeated the same concerns with a hint of frustration.,Subject,pronoun
I52,Justin enthralled Zack. He,M,IC1,Ferstl et al.(2010),english,Justin,Zack,enthralled,Justin,Subject,Yes,Subject,0.999980734,"couldn't look away, captivated by Justin's storytelling.",Object,pronoun
I53,Mike excited Paul. He,M,IC1,Ferstl et al.(2010),english,Mike,Paul,excited,Mike,Subject,Yes,Subject,0.996812524,couldn't wait to share the news with him.,Object,pronoun
I54,Tony gladdened David. He,M,IC1,Ferstl et al.(2010),english,Tony,David,gladdened,Tony,Subject,Yes,Subject,0.998069185,smiled warmly at him.,Object,pronoun
I55,Eric mesmerised Nick. He,M,IC1,Ferstl et al.(2010),english,Eric,Nick,mesmerised,Eric,Subject,Yes,Subject,0.999964284,couldn't take his eyes off the intricate patterns Eric was creating.,Object,pronoun
I56,Zack enraged Steve. He,M,IC1,Ferstl et al.(2010),english,Zack,Steve,enraged,Z,Subject,No,Object,0.377075701,refused to apologize despite Steve's frustration.,Subject,pronoun
I57,Ben enticed Brian. He,M,IC1,Ferstl et al.(2010),english,Ben,Brian,enticed,Ben,Subject,Yes,Subject,0.99881571,offered him tickets to the concert he had been wanting to attend.,Subject,pronoun
I58,Paul provoked Frank. He,M,IC1,Ferstl et al.(2010),english,Paul,Frank,provoked,Paul,Subject,Yes,Subject,0.72382479,became visibly upset and confronted Paul about his behavior.,Object,pronoun
I59,David unnerved Simon. He,M,IC1,Ferstl et al.(2010),english,David,Simon,unnerved,David,Subject,Yes,Subject,0.999903256,struggled to maintain his composure under David's intense gaze.,Object,pronoun
I60,Nick frightened Justin. He,M,IC1,Ferstl et al.(2010),english,Nick,Justin,frightened,Nick,Subject,Yes,Subject,0.941263813,"ran away, leaving Justin feeling unsettled.",Subject,pronoun
I61,Steve troubled Mike. He,M,IC1,Ferstl et al.(2010),english,Steve,Mike,troubled,Steve,Subject,Yes,Subject,0.999764068,refused to explain why he was upset.,Subject,pronoun
I62,Brian repelled Tony. He,M,IC1,Ferstl et al.(2010),english,Brian,Tony,repelled,Brian,Subject,Yes,Subject,0.999716655,couldn't stand his constant negativity.,Object,pronoun
I63,Frank sickened Eric. He,M,IC1,Ferstl et al.(2010),english,Frank,Eric,sickened,Frank,Subject,Yes,Subject,0.998022056,vomited after hearing Eric's insensitive remarks.,Subject,pronoun
I64,Simon revolted Zack. He,M,IC1,Ferstl et al.(2010),english,Simon,Zack,revolted,Simon,Subject,Yes,Subject,0.997497036,was appalled by Zack's behavior.,Subject,pronoun
I65,Justin trailed Ben. He,M,IC1,Ferstl et al.(2010),english,Justin,Ben,trailed,Justin,Subject,Yes,Subject,0.998471072,was determined to catch up with him before they reached the end of the path.,Subject,pronoun
I66,Mike upset David. He,M,IC1,Ferstl et al.(2010),english,Mike,David,upset,Mike,Subject,Yes,Subject,0.499741144,apologized sincerely to try to make amends.,Subject,pronoun
I67,Tony exhausted Nick. He,M,IC1,Ferstl et al.(2010),english,Tony,Nick,exhausted,Tony,Subject,Yes,Subject,0.999891218,"collapsed onto the couch, unable to keep his eyes open.",Object,pronoun
I68,Eric wearied Steve. He,M,IC1,Ferstl et al.(2010),english,Eric,Steve,wearied,Eric,Subject,Yes,Subject,0.999927214,struggled to keep up with Eric's relentless energy.,Object,pronoun
I69,Zack staggered Brian. He,M,IC1,Ferstl et al.(2010),english,Zack,Brian,staggered,Z,Subject,Yes,Subject,0.999953795,"struggled to regain his balance, looking visibly shaken.",Object,pronoun
I70,Ben cheated Frank. He,M,IC1,Ferstl et al.(2010),english,Ben,Frank,cheated,Ben,Subject,Yes,Subject,0.561966947,felt betrayed and hurt by the act.,Object,pronoun
I71,Paul repaid Simon. He,M,IC1,Ferstl et al.(2010),english,Paul,Simon,repaid,Paul,Subject,Yes,Subject,0.999760135,felt relieved to have settled the debt.,Subject,pronoun
I72,David astounded Justin. He,M,IC1,Ferstl et al.(2010),english,David,Justin,astounded,David,Subject,Yes,Subject,0.962531388,couldn't believe what had just happened.,Object,pronoun
I73,Nick exhilarated Mike. He,M,IC1,Ferstl et al.(2010),english,Nick,Mike,exhilarated,Nick,Subject,Yes,Subject,0.977014195,was thrilled by the rush of excitement.,Object,pronoun
I74,Steve spooked Tony. He,M,IC1,Ferstl et al.(2010),english,Steve,Tony,spooked,Steve,Subject,Yes,Subject,0.996826145,"jumped back in surprise, clutching his chest.",Object,pronoun
I75,Brian unsettled Eric. He,M,IC1,Ferstl et al.(2010),english,Brian,Eric,unsettled,Brian,Subject,Yes,Subject,0.998436489,seemed distant and avoided making eye contact.,Object,pronoun
I76,Frank flabbergasted Zack. He,M,IC1,Ferstl et al.(2010),english,Frank,Zack,flabbergasted,Frank,Subject,Yes,Subject,0.997457065,struggled to find the right words to explain himself.,Object,pronoun
I77,Simon kissed Ben. He,M,IC1,Ferstl et al.(2010),english,Simon,Ben,kissed,Simon,Subject,No,Object,0.996812643,smiled softly and held his hand.,ambiguous,pronoun
I78,Justin nuzzled Paul. He,M,IC1,Ferstl et al.(2010),english,Justin,Paul,nuzzled,Justin,Subject,Yes,Subject,0.999992297,"leaned closer, whispering something softly into his ear.",Subject,pronoun
I79,Mike pained Nick. He,M,IC1,Ferstl et al.(2010),english,Mike,Nick,pained,Mike,Subject,Yes,Subject,0.999923757,felt remorseful afterward.,Subject,pronoun
I80,Tony confused Steve. He,M,IC1,Ferstl et al.(2010),english,Tony,Steve,confused,Tony,Subject,Yes,Subject,0.999210575,couldn't understand why Steve reacted that way.,Subject,pronoun
I81,Eric distressed Brian. He,M,IC1,Ferstl et al.(2010),english,Eric,Brian,distressed,Eric,Subject,Yes,Subject,0.999669119,struggled to explain his actions.,Subject,pronoun
I82,Zack vexed Frank. He,M,IC1,Ferstl et al.(2010),english,Zack,Frank,vexed,Z,Subject,Yes,Subject,0.599976606,refused to apologize for his actions.,Subject,pronoun
I83,Ben bothered Simon. He,M,IC1,Ferstl et al.(2010),english,Ben,Simon,bothered,Ben,Subject,Yes,Subject,0.998796682,apologized later for his behavior.,Subject,pronoun
I84,Paul alarmed Justin. He,M,IC1,Ferstl et al.(2010),english,Paul,Justin,alarmed,Paul,Subject,Yes,Subject,0.999909454,He frantically explained the situation.,Subject,pronoun
I85,David disgruntled Mike. He,M,IC1,Ferstl et al.(2010),english,David,Mike,disgruntled,David,Subject,Yes,Subject,0.99996798,refused to apologize for his actions.,Subject,pronoun
I86,Nick plagued Tony. He,M,IC1,Ferstl et al.(2010),english,Nick,Tony,plagued,Nick,Subject,Yes,Subject,0.999737149,tried to confront him about his actions.,Object,pronoun
I87,Steve shadowed Eric. He,M,IC1,Ferstl et al.(2010),english,Steve,Eric,shadowed,Steve,Subject,Yes,Subject,0.904639998,was eager to learn from his expertise.,Subject,pronoun
I88,Brian tailed Zack. He,M,IC1,Ferstl et al.(2010),english,Brian,Zack,tailed,Brian,Subject,Yes,Subject,0.976986201,wanted to see where Zack was going.,Subject,pronoun
I89,Frank incensed Ben. He,M,IC1,Ferstl et al.(2010),english,Frank,Ben,incensed,Frank,Subject,Yes,Subject,0.29045599,refused to speak to him for the rest of the day.,Object,pronoun
I90,Simon baffled Paul. He,M,IC1,Ferstl et al.(2010),english,Simon,Paul,baffled,Simon,Subject,Yes,Subject,0.975366846,couldn't understand why Paul was so upset.,Subject,pronoun
I91,Justin shocked David. He,M,IC1,Ferstl et al.(2010),english,Justin,David,shocked,Justin,Subject,Yes,Subject,0.679138438,couldn't believe what he had just heard.,Object,pronoun
I92,Mike disobeyed Steve. He,M,IC1,Ferstl et al.(2010),english,Mike,Steve,disobeyed,Mike,Subject,Yes,Subject,0.922241541,refused to follow his instructions despite multiple warnings.,Subject,pronoun
I93,Tony distracted Brian. He,M,IC1,Ferstl et al.(2010),english,Tony,Brian,distracted,Tony,Subject,No,Object,0.119168131,gestured toward the window to draw his attention away from the conversation.,Subject,pronoun
I94,Eric married Frank. He,M,IC1,Ferstl et al.(2010),english,Eric,Frank,married,Eric,Subject,No,Object,0.731024613,loves him deeply and cherishes their life together.,ambiguous,pronoun
I95,Zack met Simon. He,M,IC1,Ferstl et al.(2010),english,Zack,Simon,met,Z,Subject,Yes,Subject,0.316059299,invited him to join the group for dinner.,ambiguous,pronoun
I96,Ben ordered around Justin. He,M,IC1,Ferstl et al.(2010),english,Ben,Justin,ordered around,Ben,Subject,Yes,Subject,0.98585498,seemed frustrated with how slowly things were progressing.,Subject,pronoun
I97,Paul harmed Mike. He,M,IC1,Ferstl et al.(2010),english,Paul,Mike,harmed,Paul,Subject,Yes,Subject,0.998069542,regretted his actions immediately.,Subject,pronoun
I98,David astonished Tony. He,M,IC1,Ferstl et al.(2010),english,David,Tony,astonished,David,Subject,Yes,Subject,0.999561917,couldn't believe what he had just heard.,Object,pronoun
I99,Nick bewildered Eric. He,M,IC1,Ferstl et al.(2010),english,Nick,Eric,bewildered,Nick,Subject,Yes,Subject,0.99987585,struggled to understand what Nick meant.,Object,pronoun
I100,Steve invigorated Zack. He,M,IC1,Ferstl et al.(2010),english,Steve,Zack,invigorated,Steve,Subject,No,Object,0.679111924,felt a renewed sense of motivation and energy.,Object,pronoun
I101,Brian tantalized Ben. He,M,IC1,Ferstl et al.(2010),english,Brian,Ben,tantalized,Brian,Subject,Yes,Subject,0.904127047,struggled to resist the temptation.,Object,pronoun
I102,Frank battled Paul. He,M,IC1,Ferstl et al.(2010),english,Frank,Paul,battled,Frank,Subject,Yes,Subject,0.467099128,was determined to emerge victorious.,Subject,pronoun
I103,Simon hurt David. He,M,IC1,Ferstl et al.(2010),english,Simon,David,hurt,Simon,Subject,No,Object,0.952573892,needed medical attention.,Object,pronoun
I104,Justin followed Nick. He,M,IC1,Ferstl et al.(2010),english,Justin,Nick,followed,Justin,Subject,Yes,Subject,0.970170632,seemed eager to catch up with him.,Subject,pronoun
I105,Mike tormented Brian. He,M,IC1,Ferstl et al.(2010),english,Mike,Brian,tormented,Mike,Subject,Yes,Subject,0.999993608,felt a pang of guilt afterward.,Subject,pronoun
I106,Tony grazed Frank. He,M,IC1,Ferstl et al.(2010),english,Tony,Frank,grazed,Tony,Subject,Yes,Subject,0.981976069,stumbled slightly but quickly regained his balance.,Object,pronoun
I107,Eric played Simon. He,M,IC1,Ferstl et al.(2010),english,Eric,Simon,played,Eric,Subject,Yes,Subject,0.850425313,won the match with ease.,Subject,pronoun
I108,Zack dumbfounded Justin. He,M,IC1,Ferstl et al.(2010),english,Zack,Justin,dumbfounded,Z,Subject,Yes,Subject,0.998823442,"stared at him in disbelief, trying to process what had just happened.",Object,pronoun
I109,Ben flattered Mike. He,M,IC1,Ferstl et al.(2010),english,Ben,Mike,flattered,Ben,Subject,No,Object,0.810145348,appreciated the compliment and smiled in response.,Object,pronoun
I110,Paul alienated Tony. He,M,IC1,Ferstl et al.(2010),english,Paul,Tony,alienated,Paul,Subject,Yes,Subject,0.999744892,refused to apologize for his behavior.,Subject,pronoun
I111,David harassed Eric. He,M,IC1,Ferstl et al.(2010),english,David,Eric,harassed,David,Subject,Yes,Subject,0.998441123,refused to stop despite multiple warnings.,Subject,pronoun
I112,Nick approached Zack. He,M,IC1,Ferstl et al.(2010),english,Nick,Zack,approached,Nick,Subject,Yes,Subject,0.939130808,offered him a firm handshake and smiled warmly.,ambiguous,pronoun
I113,Steve beguiled Ben. He,M,IC1,Ferstl et al.(2010),english,Steve,Ben,beguiled,Steve,Subject,No,Object,0.047425648,charmed him with his clever wit.,Subject,pronoun
I114,Brian caressed Paul. He,M,IC1,Ferstl et al.(2010),english,Brian,Paul,caressed,Brian,Subject,Yes,Subject,0.924127009,"leaned in closer, his emotions evident in his eyes.",Subject,pronoun
I115,Frank enlivened David. He,M,IC1,Ferstl et al.(2010),english,Frank,David,enlivened,Frank,Subject,Yes,Subject,0.999957252,brought laughter to the room with his witty jokes.,Subject,pronoun
I116,Simon corrupted Nick. He,M,IC1,Ferstl et al.(2010),english,Simon,Nick,corrupted,Simon,Subject,Yes,Subject,0.998423062,was always manipulating him for his own benefit.,Subject,pronoun
I117,Justin confounded Steve. He,M,IC1,Ferstl et al.(2010),english,Justin,Steve,confounded,Justin,Subject,Yes,Subject,0.99993961,struggled to understand what Justin meant.,Object,pronoun
I118,Mike deserted Frank. He,M,IC1,Ferstl et al.(2010),english,Mike,Frank,deserted,Mike,Subject,No,Object,0.816917481,felt betrayed and confused.,Object,pronoun
I119,Tony discouraged Simon. He,M,IC1,Ferstl et al.(2010),english,Tony,Simon,discouraged,Tony,Subject,No,Object,0.843325136,felt it was necessary to be honest about the situation.,Subject,pronoun
I120,Eric tracked Justin. He,M,IC1,Ferstl et al.(2010),english,Eric,Justin,tracked,Eric,Subject,No,Object,0.998204813,was determined to confront him about the missing documents.,Subject,pronoun
I121,Zack startled Mike. He,M,IC1,Ferstl et al.(2010),english,Zack,Mike,startled,Z,Subject,Yes,Subject,0.997439753,apologized immediately for scaring him.,Subject,pronoun
I122,Ben defamed Tony. He,M,IC1,Ferstl et al.(2010),english,Ben,Tony,defamed,Ben,Subject,Yes,Subject,0.607407365,faced legal consequences for his actions.,Subject,pronoun
I123,Paul abandoned Eric. He,M,IC1,Ferstl et al.(2010),english,Paul,Eric,abandoned,Paul,Subject,Yes,Subject,0.988768054,felt betrayed and disappointed.,Object,pronoun
I124,David courted Zack. He,M,IC1,Ferstl et al.(2010),english,David,Zack,courted,David,Subject,Yes,Subject,0.730970215,expressed his feelings through heartfelt letters and thoughtful gestures.,Subject,pronoun
I125,Nick wounded Ben. He,M,IC1,Ferstl et al.(2010),english,Nick,Ben,wounded,Nick,Subject,Yes,Subject,0.964041549,was rushed to the hospital for treatment.,Object,pronoun
I126,Steve chilled Paul. He,M,IC1,Ferstl et al.(2010),english,Steve,Paul,chilled,Steve,Subject,Yes,Subject,0.999964165,did so by turning on the air conditioner to cool down the room.,Subject,pronoun
I127,Brian nettled David. He,M,IC1,Ferstl et al.(2010),english,Brian,David,nettled,Brian,Subject,No,Object,0.060074387,felt irritated and decided to confront him.,Object,pronoun
I128,Frank pursued Nick. He,M,IC1,Ferstl et al.(2010),english,Frank,Nick,pursued,Frank,Subject,Yes,Subject,0.999080031,was determined to confront him about the misunderstanding.,Subject,pronoun
I129,Simon dreamed about Steve. He,M,IC1,Ferstl et al.(2010),english,Simon,Steve,dreamed about,Simon,Subject,No,Object,0.880715624,felt a sense of longing he couldn’t quite explain.,Subject,pronoun
I130,Justin galled Brian. He,M,IC1,Ferstl et al.(2010),english,Justin,Brian,galled,Justin,Subject,Yes,Subject,0.988251097,felt deeply frustrated by Justin's behavior.,Object,pronoun
I131,Mike stimulated Simon. He,M,IC1,Ferstl et al.(2010),english,Mike,Simon,stimulated,Mike,Subject,Yes,Subject,0.999731548,felt a surge of excitement.,Object,pronoun
I132,Tony affected Justin. He,M,IC1,Ferstl et al.(2010),english,Tony,Justin,affected,Tony,Subject,Yes,Subject,0.985928202,felt deeply impacted by Tony's actions.,Object,pronoun
I133,Eric embraced Mike. He,M,IC1,Ferstl et al.(2010),english,Eric,Mike,embraced,Eric,Subject,Yes,Subject,0.939624588,"smiled warmly, feeling a sense of comfort and connection.",Object,pronoun
I134,Zack fazed Tony. He,M,IC1,Ferstl et al.(2010),english,Zack,Tony,fazed,Z,Subject,Yes,Subject,0.999503925,looked at him with a puzzled expression.,Object,pronoun
I135,Ben debated with Eric. He,M,IC1,Ferstl et al.(2010),english,Ben,Eric,debated with,Ben,Subject,Yes,Subject,0.999738341,argued passionately about his perspective.,Subject,pronoun
I136,Paul defied Zack. He,M,IC1,Ferstl et al.(2010),english,Paul,Zack,defied,Paul,Subject,Yes,Subject,0.999725947,refused to back down despite Zack's warnings.,Subject,pronoun
I137,David questioned Ben. He,M,IC1,Ferstl et al.(2010),english,David,Ben,questioned,David,Subject,No,Object,0.730303365,seemed uncertain about the answer.,Subject,pronoun
I138,Nick assisted Paul. He,M,IC2,Rohde & Kehler (2014),english,Nick,Paul,assisted,Nick,Subject,Yes,Subject,0.996787173,appreciated Nick's help immensely.,Object,pronoun
I139,Steve blames David. He,M,IC2,Rohde & Kehler (2014),english,Steve,David,blames,Steve,Subject,No,Object,0.561451247,believes David is responsible for the mistake.,Subject,pronoun
I140,Brian comforted Nick. He,M,IC2,Rohde & Kehler (2014),english,Brian,Nick,comforted,Brian,Subject,Yes,Subject,0.995917371,reassured him that everything would be okay.,Subject,pronoun
I141,Frank congratulated Steve. He,M,IC2,Rohde & Kehler (2014),english,Frank,Steve,congratulated,Frank,Subject,Yes,Subject,0.962508855,was genuinely happy for his friend's success.,Subject,pronoun
I142,Simon corrected Brian. He,M,IC2,Rohde & Kehler (2014),english,Simon,Brian,corrected,Simon,Subject,No,Object,0.775354632,apologized for the mistake.,Object,pronoun
I143,Justin detests Frank. He,M,IC2,Rohde & Kehler (2014),english,Justin,Frank,detests,Justin,Subject,No,Object,0.26890909,avoids him whenever possible.,Subject,pronoun
I144,Mike fears Justin. He,M,IC2,Rohde & Kehler (2014),english,Mike,Justin,fears,Mike,Subject,No,Object,0.730597336,believes Justin might betray him.,Subject,pronoun
I145,Tony envies Mike. He,M,IC2,Rohde & Kehler (2014),english,Tony,Mike,envies,Tony,Subject,Yes,Subject,0.880796168,wishes he had Mike's confidence and success.,Subject,pronoun
I146,Eric hates Tony. He,M,IC2,Rohde & Kehler (2014),english,Eric,Tony,hates,Eric,Subject,No,Object,0.993260197,believes Tony is untrustworthy.,Subject,pronoun
I147,Zack helped Eric. He,M,IC2,Rohde & Kehler (2014),english,Zack,Eric,helped,Z,Subject,Yes,Subject,0.904218456,appreciated Zack's support greatly.,Object,pronoun
I148,Ben mocked Zack. He,M,IC2,Rohde & Kehler (2014),english,Ben,Zack,mocked,Ben,Subject,No,Object,0.075840015,"felt a sense of satisfaction, though it was fleeting.",Subject,pronoun
I149,Paul noticed Ben. He,M,IC2,Rohde & Kehler (2014),english,Paul,Ben,noticed,Paul,Subject,Yes,Subject,0.998393114,seemed deep in thought.,Object,pronoun
I150,David pacified Paul. He,M,IC2,Rohde & Kehler (2014),english,David,Paul,pacified,David,Subject,Yes,Subject,0.878932623,calmed him down by explaining the situation carefully.,Subject,pronoun
I151,Nick praised David. He,M,IC2,Rohde & Kehler (2014),english,Nick,David,praised,Nick,Subject,Yes,Subject,0.938841348,was impressed by his hard work and dedication.,Subject,pronoun
I152,Steve reproached Nick. He,M,IC2,Rohde & Kehler (2014),english,Steve,Nick,reproached,Steve,Subject,Yes,Subject,0.994591199,apologized reluctantly after realizing his mistake.,Object,pronoun
I153,Brian scolded Steve. He,M,IC2,Rohde & Kehler (2014),english,Brian,Steve,scolded,Brian,Subject,Yes,Subject,0.999661377,"apologized immediately, realizing he had overreacted.",Subject,pronoun
I154,Frank stared at Brian. He,M,IC2,Rohde & Kehler (2014),english,Frank,Brian,stared at,Frank,Subject,Yes,Subject,0.88006809,seemed unsure of what to say next.,ambiguous,pronoun
I155,Simon thanked Frank. He,M,IC2,Rohde & Kehler (2014),english,Simon,Frank,thanked,Simon,Subject,Yes,Subject,0.985870971,appreciated his help with the project.,Subject,pronoun
I156,Justin trusted Simon. He,M,IC2,Rohde & Kehler (2014),english,Justin,Simon,trusted,Justin,Subject,Yes,Subject,0.727764297,always believed in his judgment and sought his advice in difficult situations.,Subject,pronoun
I157,Mike values Tony. He,M,IC2,Rohde & Kehler (2014),english,Mike,Tony,values,Mike,Subject,Yes,Subject,0.962625381,respects his opinions and often seeks his advice.,Subject,pronoun
I158,Tony cuddled Eric. He,M,IC2,Ferstl et al.(2010),english,Tony,Eric,cuddled,Tony,Subject,Yes,Subject,0.993286067,"held him tightly, offering comfort.",Subject,pronoun
I159,Eric decried Zack. He,M,IC2,Ferstl et al.(2010),english,Eric,Zack,decried,Eric,Subject,Yes,Subject,0.851918738,criticized him harshly for his irresponsible behavior.,Subject,pronoun
I160,Zack moved Ben. He,M,IC2,Ferstl et al.(2010),english,Zack,Ben,moved,Z,Subject,Yes,Subject,0.999657444,helped him carry the heavy box upstairs.,Subject,pronoun
I161,Ben deprecated Paul. He,M,IC2,Ferstl et al.(2010),english,Ben,Paul,deprecated,Ben,Subject,Yes,Subject,0.88058895,felt that Paul's approach was inefficient.,Subject,pronoun
I162,Paul encouraged David. He,M,IC2,Ferstl et al.(2010),english,Paul,David,encouraged,Paul,Subject,Yes,Subject,0.99879359,was confident that David could succeed.,Subject,pronoun
I163,David played with Nick. He,M,IC2,Ferstl et al.(2010),english,David,Nick,played with,David,Subject,Yes,Subject,0.995875039,was excited to show him his new video game.,ambiguous,pronoun
I164,Nick hit Steve. He,M,IC2,Ferstl et al.(2010),english,Nick,Steve,hit,Nick,Subject,Yes,Subject,0.879731019,fell to the ground.,Object,pronoun
I165,Steve reproved Brian. He,M,IC2,Ferstl et al.(2010),english,Steve,Brian,reproved,Steve,Subject,Yes,Subject,0.939869562,apologized sincerely for his harsh tone.,Subject,pronoun
I166,Brian forgot Frank. He,M,IC2,Ferstl et al.(2010),english,Brian,Frank,forgot,Brian,Subject,Yes,Subject,0.561525344,felt guilty about it later.,Subject,pronoun
I167,Frank exalted Simon. He,M,IC2,Ferstl et al.(2010),english,Frank,Simon,exalted,Frank,Subject,Yes,Subject,0.996703444,was deeply impressed by Simon's achievements.,Subject,pronoun
I168,Simon instructed Justin. He,M,IC2,Ferstl et al.(2010),english,Simon,Justin,instructed,Simon,Subject,Yes,Subject,0.994635067,followed the instructions carefully.,Object,pronoun
