itemID,stimuli,gender,verb,study,language,subject,object,predicate,binary_choice_response,binary_choice,yes_no_response,yes_no_choice,subject_yes_probability,continuation_response,cont_choice,prompt
I22,Steve attracted Frank. He,M,IC1,Ferstl et al.(2010),english,Steve,Frank,attracted,Steve,Subject,Yes,Subject,0.999994386,immediately became suspicious of Steve's intentions and started to keep a safe distance from him.,Object,pronoun
I23,Brian agitated Simon. He,M,IC1,Ferstl et al.(2010),english,Brian,Simon,agitated,Brian,Subject,Yes,Subject,0.990803691,"immediately regretted it, knowing Simon's short temper.",Subject,pronoun
I24,Frank angered Justin. He,M,IC1,Ferstl et al.(2010),english,Frank,Justin,angered,Frank,Subject,Yes,Subject,0.999786441,"immediately stormed out of the room, slamming the door behind him.",Object,pronoun
I25,Simon delighted Mike. He,M,IC1,Ferstl et al.(2010),english,Simon,Mike,delighted,Simon,Subject,Yes,Subject,0.999764239,was thrilled to have such a good friend who appreciated his sense of humor.,Object,pronoun
I26,Justin pleased Tony. He,M,IC1,Ferstl et al.(2010),english,Justin,Tony,pleased,Justin,Subject,Yes,Subject,0.999958904,was grateful for the kind gesture and thanked him sincerely.,Object,pronoun
I27,Mike called Zack. He,M,IC1,Ferstl et al.(2010),english,Mike,Zack,called,Mike,Subject,Yes,Subject,0.999997345,told him about the surprise party that was planned for Friday night.,Ambiguous,pronoun
I28,Tony telephoned Ben. He,M,IC1,Ferstl et al.(2010),english,Tony,Ben,telephoned,Tony,Subject,Yes,Subject,0.999987964,asked him to meet at the park that evening.,Ambiguous,pronoun
I29,Eric concerned Paul. He,M,IC1,Ferstl et al.(2010),english,Eric,Paul,concerned,Eric,Subject,Yes,Subject,0.997241853,was worried that Paul's reckless behavior would eventually get him into serious trouble.,Subject,pronoun
I30,Zack irritated David. He,M,IC1,Ferstl et al.(2010),english,Zack,David,irritated,Z,Subject,Yes,Subject,0.99995724,felt a surge of anger and frustration as a result of their confrontation earlier that day.,Object,pronoun
I31,Ben antagonized Nick. He,M,IC1,Ferstl et al.(2010),english,Ben,Nick,antagonized,Ben,Subject,Yes,Subject,0.9999926,"had been doing it for weeks, and it was starting to take a toll on their friendship.",Subject,pronoun
I32,Paul frustrated Steve. He,M,IC1,Ferstl et al.(2010),english,Paul,Steve,frustrated,Paul,Subject,Yes,Subject,0.998363116,"had been trying to work with Paul all day, but Paul's constant mistakes were taking a toll on his patience.",Object,pronoun
I33,David appalled Brian. He,M,IC1,Ferstl et al.(2010),english,David,Brian,appalled,David,Subject,Yes,Subject,0.999705525,immediately stopped talking to him and walked away.,Object,pronoun
I34,Nick captivated Frank. He,M,IC1,Ferstl et al.(2010),english,Nick,Frank,captivated,Nick,Subject,Yes,Subject,0.999985129,immediately sensed that Nick was a charismatic and intriguing individual.,Object,pronoun
I35,Steve inspired Simon. He,M,IC1,Ferstl et al.(2010),english,Steve,Simon,inspired,Steve,Subject,Yes,Subject,0.999984756,was deeply moved by Steve's words and went on to achieve great things in his own life.,Object,pronoun
I36,Brian lied to Justin. He,M,IC1,Ferstl et al.(2010),english,Brian,Justin,lied to,Brian,Subject,Yes,Subject,0.999991319,"had been doing it for weeks, and the guilt was starting to consume him.",Subject,pronoun
I37,Frank maddened Mike. He,M,IC1,Ferstl et al.(2010),english,Frank,Mike,maddened,Frank,Subject,Yes,Subject,0.999308276,"stormed out of the room, slamming the door behind him in a fit of rage.",Object,pronoun
I38,Simon peeved Tony. He,M,IC1,Ferstl et al.(2010),english,Simon,Tony,peeved,Simon,Subject,Yes,Subject,0.999968502,immediately regretted saying something so hurtful to his best friend.,Subject,pronoun
I39,Justin entranced Eric. He,M,IC1,Ferstl et al.(2010),english,Justin,Eric,entranced,Justin,Subject,Yes,Subject,0.9999729,couldn't look away from the intense gaze that seemed to hold him in a spell.,Object,pronoun
I40,Mike intrigued Ben. He,M,IC1,Ferstl et al.(2010),english,Mike,Ben,intrigued,Mike,Subject,Yes,Subject,0.999992657,was immediately drawn into a conversation with Mike about his latest project.,Object,pronoun
I41,Tony repulsed Paul. He,M,IC1,Ferstl et al.(2010),english,Tony,Paul,repulsed,Tony,Subject,Yes,Subject,0.999611021,"immediately walked away, clearly upset by the confrontation.",Object,pronoun
I42,Eric worried David. He,M,IC1,Ferstl et al.(2010),english,Eric,David,worried,Eric,Subject,Yes,Subject,0.949092648,was starting to get concerned that their project would not meet the deadline.,Ambiguous,pronoun
I43,Zack betrayed Nick. He,M,IC1,Ferstl et al.(2010),english,Zack,Nick,betrayed,Z,Subject,Yes,Subject,0.999991718,felt guilty about what he had done and tried to make amends.,Subject,pronoun
I44,Ben confessed to Steve. He,M,IC1,Ferstl et al.(2010),english,Ben,Steve,confessed to,Ben,Subject,Yes,Subject,0.999622772,was visibly shaken by the revelation and struggled to find the right words to respond.,Object,pronoun
I45,Paul scared Brian. He,M,IC1,Ferstl et al.(2010),english,Paul,Brian,scared,Paul,Subject,Yes,Subject,0.999997934,was shaken for the rest of the day and couldn't concentrate on anything else.,Object,pronoun
I46,David wowed Frank. He,M,IC1,Ferstl et al.(2010),english,David,Frank,wowed,David,Subject,Yes,Subject,0.99999557,was impressed by the magic trick David had just performed.,Object,pronoun
I47,Nick disappointed Simon. He,M,IC1,Ferstl et al.(2010),english,Nick,Simon,disappointed,Nick,Subject,Yes,Subject,0.999782015,tried to make it up to him by offering to buy his favorite dinner.,Subject,pronoun
I48,Steve intimidated Justin. He,M,IC1,Ferstl et al.(2010),english,Steve,Justin,intimidated,Steve,Subject,Yes,Subject,0.999998042,felt a surge of guilt for being so aggressive towards his friend.,Subject,pronoun
I49,Brian bugged Mike. He,M,IC1,Ferstl et al.(2010),english,Brian,Mike,bugged,Brian,Subject,Yes,Subject,0.999981866,constantly asked him for favors and borrowed his belongings without permission.,Subject,pronoun
I50,Frank daunted Tony. He,M,IC1,Ferstl et al.(2010),english,Frank,Tony,daunted,Frank,Subject,Yes,Subject,0.999738928,felt intimidated by Frank's aggressive behavior and decided to avoid him for the rest of the day.,Object,pronoun
I51,Simon echoed Eric. He,M,IC1,Ferstl et al.(2010),english,Simon,Eric,echoed,Simon,Subject,No,Object,0.071153812,"had been saying the same thing for weeks, but nobody seemed to be listening to him.",Ambiguous,pronoun
I52,Justin enthralled Zack. He,M,IC1,Ferstl et al.(2010),english,Justin,Zack,enthralled,Justin,Subject,Yes,Subject,0.999985263,"was equally fascinated by Justin's stories and adventures, and the two quickly became inseparable friends.",Object,pronoun
I53,Mike excited Paul. He,M,IC1,Ferstl et al.(2010),english,Mike,Paul,excited,Mike,Subject,Yes,Subject,0.999676768,"immediately began to share the news with the rest of their friends, who were all equally excited by the unexpected turn of events.",Object,pronoun
I54,Tony gladdened David. He,M,IC1,Ferstl et al.(2010),english,Tony,David,gladdened,Tony,Subject,Yes,Subject,0.99867578,"smiled warmly, feeling grateful for their reunion after so many years apart.",Object,pronoun
I55,Eric mesmerised Nick. He,M,IC1,Ferstl et al.(2010),english,Eric,Nick,mesmerised,Eric,Subject,Yes,Subject,0.999993846,was equally fascinated by Eric's mysterious aura and couldn't help but feel drawn to him.,Object,pronoun
I56,Zack enraged Steve. He,M,IC1,Ferstl et al.(2010),english,Zack,Steve,enraged,Z,Subject,Yes,Subject,0.988299692,immediately confronted him about the issue that had been bothering him for weeks.,Object,pronoun
I57,Ben enticed Brian. He,M,IC1,Ferstl et al.(2010),english,Ben,Brian,enticed,Ben,Subject,Yes,Subject,0.999994579,immediately accepted the invitation to join him for a spontaneous road trip across the country.,Object,pronoun
I58,Paul provoked Frank. He,M,IC1,Ferstl et al.(2010),english,Paul,Frank,provoked,Paul,Subject,Yes,Subject,0.999975016,immediately regretted his actions as Frank's face turned red with anger.,Subject,pronoun
I59,David unnerved Simon. He,M,IC1,Ferstl et al.(2010),english,David,Simon,unnerved,David,Subject,Yes,Subject,0.998079674,was taken aback by the sudden intensity in David's eyes.,Object,pronoun
I60,Nick frightened Justin. He,M,IC1,Ferstl et al.(2010),english,Nick,Justin,frightened,Nick,Subject,Yes,Subject,0.999996744,immediately apologized for his behavior and tried to make amends with his visibly shaken friend.,Subject,pronoun
I61,Steve troubled Mike. He,M,IC1,Ferstl et al.(2010),english,Steve,Mike,troubled,Steve,Subject,Yes,Subject,0.99997924,felt a pang of guilt for having upset his friend and immediately tried to make amends.,Subject,pronoun
I62,Brian repelled Tony. He,M,IC1,Ferstl et al.(2010),english,Brian,Tony,repelled,Brian,Subject,Yes,Subject,0.999531251,felt a mix of guilt and relief after the confrontation had ended.,Ambiguous,pronoun
I63,Frank sickened Eric. He,M,IC1,Ferstl et al.(2010),english,Frank,Eric,sickened,Frank,Subject,Yes,Subject,0.91445292,"immediately regretted his actions, realizing the harm he had caused his friend.",Subject,pronoun
I64,Simon revolted Zack. He,M,IC1,Ferstl et al.(2010),english,Simon,Zack,revolted,Simon,Subject,Yes,Subject,0.993984441,felt a mix of guilt and relief after the intense confrontation had finally come to an end.,Subject,pronoun
I65,Justin trailed Ben. He,M,IC1,Ferstl et al.(2010),english,Justin,Ben,trailed,Justin,Subject,Yes,Subject,0.999837132,"followed him into the old warehouse, the creaking of the wooden floorboards beneath their feet echoing through the dimly lit space.",Subject,pronoun
I66,Mike upset David. He,M,IC1,Ferstl et al.(2010),english,Mike,David,upset,Mike,Subject,Yes,Subject,0.999988898,immediately regretted his actions and tried to apologize to his friend.,Subject,pronoun
I67,Tony exhausted Nick. He,M,IC1,Ferstl et al.(2010),english,Tony,Nick,exhausted,Tony,Subject,Yes,Subject,0.819182489,decided to give him a break and suggested they take a short rest.,Subject,pronoun
I68,Eric wearied Steve. He,M,IC1,Ferstl et al.(2010),english,Eric,Steve,wearied,Eric,Subject,Yes,Subject,0.999911766,"had been trying to convince Steve to go to the concert for weeks, but Steve just wouldn't budge.",Subject,pronoun
I69,Zack staggered Brian. He,M,IC1,Ferstl et al.(2010),english,Zack,Brian,staggered,Z,Subject,Yes,Subject,0.93529228,"looked up at him with a mixture of confusion and concern, trying to process what had just happened.",Object,pronoun
I70,Ben cheated Frank. He,M,IC1,Ferstl et al.(2010),english,Ben,Frank,cheated,Ben,Subject,Yes,Subject,0.999997774,felt guilty about what he had done and decided to confess to Frank and apologize.,Subject,pronoun
I71,Paul repaid Simon. He,M,IC1,Ferstl et al.(2010),english,Paul,Simon,repaid,Paul,Subject,Yes,Subject,0.986382906,was relieved that their financial transaction had been settled amicably.,Subject,pronoun
I72,David astounded Justin. He,M,IC1,Ferstl et al.(2010),english,David,Justin,astounded,David,Subject,Yes,Subject,0.99999206,immediately called him to find out what had just happened.,Object,pronoun
I73,Nick exhilarated Mike. He,M,IC1,Ferstl et al.(2010),english,Nick,Mike,exhilarated,Nick,Subject,Yes,Subject,0.998106039,was taken aback by the sudden rush of excitement that had overcome his friend.,Subject,pronoun
I74,Steve spooked Tony. He,M,IC1,Ferstl et al.(2010),english,Steve,Tony,spooked,Steve,Subject,Yes,Subject,0.99984618,"immediately jumped back, startled by the sudden scare, and gave Steve a playful punch on the arm.",Object,pronoun
I75,Brian unsettled Eric. He,M,IC1,Ferstl et al.(2010),english,Brian,Eric,unsettled,Brian,Subject,Yes,Subject,0.998692847,"immediately stormed out of the room, slamming the door behind him.",Object,pronoun
I76,Frank flabbergasted Zack. He,M,IC1,Ferstl et al.(2010),english,Frank,Zack,flabbergasted,Frank,Subject,Yes,Subject,0.999747478,"immediately apologized for his outburst, realizing he had overreacted to the situation.",Subject,pronoun
I77,Simon kissed Ben. He,M,IC1,Ferstl et al.(2010),english,Simon,Ben,kissed,Simon,Subject,Yes,Subject,0.999993256,"smiled softly, feeling a rush of happiness at the gentle gesture.",Ambiguous,pronoun
I78,Justin nuzzled Paul. He,M,IC1,Ferstl et al.(2010),english,Justin,Paul,nuzzled,Justin,Subject,Yes,Subject,0.999640209,smiled warmly and wrapped his arms around Justin in a gentle hug.,Object,pronoun
I79,Mike pained Nick. He,M,IC1,Ferstl et al.(2010),english,Mike,Nick,pained,Mike,Subject,Yes,Subject,0.999985292,felt terrible about what he had done and immediately tried to apologize.,Subject,pronoun
I80,Tony confused Steve. He,M,IC1,Ferstl et al.(2010),english,Tony,Steve,confused,Tony,Subject,Yes,Subject,0.999887037,"thought Tony was just joking around, but it turned out he was being completely serious.",Object,pronoun
I81,Eric distressed Brian. He,M,IC1,Ferstl et al.(2010),english,Eric,Brian,distressed,Eric,Subject,Yes,Subject,0.999928398,immediately apologized for his thoughtless actions and tried to make amends with his friend.,Subject,pronoun
I82,Zack vexed Frank. He,M,IC1,Ferstl et al.(2010),english,Zack,Frank,vexed,Z,Subject,Yes,Subject,0.999946464,immediately regretted his actions when Frank's face turned red with anger.,Subject,pronoun
I83,Ben bothered Simon. He,M,IC1,Ferstl et al.(2010),english,Ben,Simon,bothered,Ben,Subject,Yes,Subject,0.999993906,was clearly annoyed by the constant teasing and decided to confront Ben about it.,Object,pronoun
I84,Paul alarmed Justin. He,M,IC1,Ferstl et al.(2010),english,Paul,Justin,alarmed,Paul,Subject,Yes,Subject,0.999162586,immediately called the emergency services to report the incident.,Object,pronoun
I85,David disgruntled Mike. He,M,IC1,Ferstl et al.(2010),english,David,Mike,disgruntled,David,Subject,Yes,Subject,0.999162953,"stormed out of the room, slamming the door behind him in a fit of anger.",Object,pronoun
I86,Nick plagued Tony. He,M,IC1,Ferstl et al.(2010),english,Nick,Tony,plagued,Nick,Subject,Yes,Subject,0.999994952,"constantly retaliated with pranks and jokes, trying to even the score.",Subject,pronoun
I87,Steve shadowed Eric. He,M,IC1,Ferstl et al.(2010),english,Steve,Eric,shadowed,Steve,Subject,Yes,Subject,0.999916335,was fascinated by Eric's expertise in the field and took detailed notes throughout the day.,Subject,pronoun
I88,Brian tailed Zack. He,M,IC1,Ferstl et al.(2010),english,Brian,Zack,tailed,Brian,Subject,Yes,Subject,0.999979624,"followed him discreetly, trying not to be seen as they walked down the crowded street.",Subject,pronoun
I89,Frank incensed Ben. He,M,IC1,Ferstl et al.(2010),english,Frank,Ben,incensed,Frank,Subject,Yes,Subject,0.998245446,"immediately stormed out of the room, slamming the door behind him.",Object,pronoun
I90,Simon baffled Paul. He,M,IC1,Ferstl et al.(2010),english,Simon,Paul,baffled,Simon,Subject,Yes,Subject,0.997258976,was unsure how to react to the confusing explanation that had just been given to him.,Object,pronoun
I91,Justin shocked David. He,M,IC1,Ferstl et al.(2010),english,Justin,David,shocked,Justin,Subject,Yes,Subject,0.999992473,immediately apologized for his thoughtless behavior and tried to make amends with his visibly upset friend.,Subject,pronoun
I92,Mike disobeyed Steve. He,M,IC1,Ferstl et al.(2010),english,Mike,Steve,disobeyed,Mike,Subject,Yes,Subject,0.999822706,was immediately reprimanded and told to follow the rules from then on.,Subject,pronoun
I93,Tony distracted Brian. He,M,IC1,Ferstl et al.(2010),english,Tony,Brian,distracted,Tony,Subject,Yes,Subject,0.999986072,"immediately started talking to their friend, trying to divert attention away from the awkward situation.",Object,pronoun
I94,Eric married Frank. He,M,IC1,Ferstl et al.(2010),english,Eric,Frank,married,Eric,Subject,Yes,Subject,0.999994286,was very happy in his new life with his husband and their adopted children.,Ambiguous,pronoun
I95,Zack met Simon. He,M,IC1,Ferstl et al.(2010),english,Zack,Simon,met,Z,Subject,Yes,Subject,0.999998416,was immediately drawn to Simon's charismatic personality and the two quickly became close friends.,Subject,pronoun
I96,Ben ordered around Justin. He,M,IC1,Ferstl et al.(2010),english,Ben,Justin,ordered around,Ben,Subject,Yes,Subject,0.99999323,was not happy about being bossed around by someone who was supposed to be his friend.,Object,pronoun
I97,Paul harmed Mike. He,M,IC1,Ferstl et al.(2010),english,Paul,Mike,harmed,Paul,Subject,Yes,Subject,0.999998264,felt a deep sense of regret for his actions afterwards.,Subject,pronoun
I98,David astonished Tony. He,M,IC1,Ferstl et al.(2010),english,David,Tony,astonished,David,Subject,Yes,Subject,0.999982762,immediately called him to ask what had just happened.,Object,pronoun
I99,Nick bewildered Eric. He,M,IC1,Ferstl et al.(2010),english,Nick,Eric,bewildered,Nick,Subject,Yes,Subject,0.999664603,couldn't understand why his usually calm friend was acting so strangely.,Object,pronoun
I100,Steve invigorated Zack. He,M,IC1,Ferstl et al.(2010),english,Steve,Zack,invigorated,Steve,Subject,Yes,Subject,0.999663274,felt a surge of energy and gratitude towards his friend after their intense workout session together.,Object,pronoun
I101,Brian tantalized Ben. He,M,IC1,Ferstl et al.(2010),english,Brian,Ben,tantalized,Brian,Subject,Yes,Subject,0.999992111,was taken aback by the sudden and mysterious comment that had been made.,Object,pronoun
I102,Frank battled Paul. He,M,IC1,Ferstl et al.(2010),english,Frank,Paul,battled,Frank,Subject,Yes,Subject,0.999996864,was declared the winner of the intense and closely contested match.,Ambiguous,pronoun
I103,Simon hurt David. He,M,IC1,Ferstl et al.(2010),english,Simon,David,hurt,Simon,Subject,Yes,Subject,0.999995599,felt guilty and immediately apologized to make amends for his actions.,Subject,pronoun
I104,Justin followed Nick. He,M,IC1,Ferstl et al.(2010),english,Justin,Nick,followed,Justin,Subject,Yes,Subject,0.999957719,"walked quickly to catch up to his friend, who was already turning the corner onto the next street.",Subject,pronoun
I105,Mike tormented Brian. He,M,IC1,Ferstl et al.(2010),english,Mike,Brian,tormented,Mike,Subject,Yes,Subject,0.999999615,"had been holding a grudge against him for years, and it finally boiled over into a heated argument.",Object,pronoun
I106,Tony grazed Frank. He,M,IC1,Ferstl et al.(2010),english,Tony,Frank,grazed,Tony,Subject,Yes,Subject,0.999053936,immediately apologized for the accidental bump.,Subject,pronoun
I107,Eric played Simon. He,M,IC1,Ferstl et al.(2010),english,Eric,Simon,played,Eric,Subject,Yes,Subject,0.999999231,won the game with a surprising move that Simon didn't anticipate.,Subject,pronoun
I108,Zack dumbfounded Justin. He,M,IC1,Ferstl et al.(2010),english,Zack,Justin,dumbfounded,Z,Subject,Yes,Subject,0.999609067,couldn't understand why his best friend would react that way to the surprise party they had planned for him.,Object,pronoun
I109,Ben flattered Mike. He,M,IC1,Ferstl et al.(2010),english,Ben,Mike,flattered,Ben,Subject,Yes,Subject,0.998804703,felt pleased by the compliment and smiled warmly at Ben.,Object,pronoun
I110,Paul alienated Tony. He,M,IC1,Ferstl et al.(2010),english,Paul,Tony,alienated,Paul,Subject,Yes,Subject,0.999702985,felt a pang of guilt for the way he had treated his former friend.,Subject,pronoun
I111,David harassed Eric. He,M,IC1,Ferstl et al.(2010),english,David,Eric,harassed,David,Subject,Yes,Subject,0.999999448,felt guilty about his actions afterwards and decided to apologize to Eric.,Subject,pronoun
I112,Nick approached Zack. He,M,IC1,Ferstl et al.(2010),english,Nick,Zack,approached,Nick,Subject,Yes,Subject,0.999993317,was surprised to see his old friend standing there with a big smile on his face.,Subject,pronoun
I113,Steve beguiled Ben. He,M,IC1,Ferstl et al.(2010),english,Steve,Ben,beguiled,Steve,Subject,Yes,Subject,0.999998713,was immediately drawn into a conversation that would change his life forever.,Object,pronoun
I114,Brian caressed Paul. He,M,IC1,Ferstl et al.(2010),english,Brian,Paul,caressed,Brian,Subject,Yes,Subject,0.999737114,"smiled warmly, feeling a deep affection for his partner.",Ambiguous,pronoun
I115,Frank enlivened David. He,M,IC1,Ferstl et al.(2010),english,Frank,David,enlivened,Frank,Subject,Yes,Subject,0.999736837,was grateful for the energetic conversation that had lifted his spirits.,Object,pronoun
I116,Simon corrupted Nick. He,M,IC1,Ferstl et al.(2010),english,Simon,Nick,corrupted,Simon,Subject,Yes,Subject,0.999995712,was shocked and felt betrayed by his former friend's actions.,Object,pronoun
I117,Justin confounded Steve. He,M,IC1,Ferstl et al.(2010),english,Justin,Steve,confounded,Justin,Subject,Yes,Subject,0.999964828,was even more perplexed when Justin started explaining the complex math problem that had led to their disagreement.,Object,pronoun
I118,Mike deserted Frank. He,M,IC1,Ferstl et al.(2010),english,Mike,Frank,deserted,Mike,Subject,Yes,Subject,0.99999486,"was left to navigate the dense forest alone, with no sign of civilization in sight.",Object,pronoun
I119,Tony discouraged Simon. He,M,IC1,Ferstl et al.(2010),english,Tony,Simon,discouraged,Tony,Subject,Yes,Subject,0.98212108,"from pursuing his dream of becoming a professional musician, fearing it was not a stable career path.",NA,pronoun
I120,Eric tracked Justin. He,M,IC1,Ferstl et al.(2010),english,Eric,Justin,tracked,Eric,Subject,Yes,Subject,0.999991869,was determined to finally confront him about the missing money.,Subject,pronoun
I121,Zack startled Mike. He,M,IC1,Ferstl et al.(2010),english,Zack,Mike,startled,Z,Subject,Yes,Subject,0.999987722,immediately apologized for sneaking up on his friend so quietly in the dark room.,Subject,pronoun
I122,Ben defamed Tony. He,M,IC1,Ferstl et al.(2010),english,Ben,Tony,defamed,Ben,Subject,Yes,Subject,0.999973286,was subsequently sued for libel and had to pay a substantial amount of damages.,Subject,pronoun
I123,Paul abandoned Eric. He,M,IC1,Ferstl et al.(2010),english,Paul,Eric,abandoned,Paul,Subject,Yes,Subject,0.999988597,immediately regretted his decision and tried to make amends with his former friend.,Subject,pronoun
I124,David courted Zack. He,M,IC1,Ferstl et al.(2010),english,David,Zack,courted,David,Subject,Yes,Subject,0.999998088,eventually won Zack's heart and they started a long-term relationship together.,Subject,pronoun
I125,Nick wounded Ben. He,M,IC1,Ferstl et al.(2010),english,Nick,Ben,wounded,Nick,Subject,Yes,Subject,0.999998421,was immediately filled with regret for his actions and tried to make amends.,Subject,pronoun
I126,Steve chilled Paul. He,M,IC1,Ferstl et al.(2010),english,Steve,Paul,chilled,Steve,Subject,Yes,Subject,0.999771685,was not sure how to react to the sudden cold shoulder from his usually warm friend.,Object,pronoun
I127,Brian nettled David. He,M,IC1,Ferstl et al.(2010),english,Brian,David,nettled,Brian,Subject,Yes,Subject,0.999969006,immediately regretted his actions when he saw the anger in David's eyes.,Subject,pronoun
I128,Frank pursued Nick. He,M,IC1,Ferstl et al.(2010),english,Frank,Nick,pursued,Frank,Subject,Yes,Subject,0.999998005,was determined to catch up to him and settle their long-standing dispute once and for all.,Subject,pronoun
I129,Simon dreamed about Steve. He,M,IC1,Ferstl et al.(2010),english,Simon,Steve,dreamed about,Simon,Subject,Yes,Subject,0.999947028,"was standing on a mountain, waving enthusiastically at Simon with a wide smile on his face.",Object,pronoun
I130,Justin galled Brian. He,M,IC1,Ferstl et al.(2010),english,Justin,Brian,galled,Justin,Subject,Yes,Subject,0.999998387,"immediately regretted his decision to do so, realizing it would likely lead to an awkward conversation.",Subject,pronoun
I131,Mike stimulated Simon. He,M,IC1,Ferstl et al.(2010),english,Mike,Simon,stimulated,Mike,Subject,Yes,Subject,0.9989644,was surprised by the sudden and unexpected reaction from his friend.,Object,pronoun
I132,Tony affected Justin. He,M,IC1,Ferstl et al.(2010),english,Tony,Justin,affected,Tony,Subject,Yes,Subject,0.999967666,felt a pang of guilt for his actions and immediately tried to make amends with his friend.,Subject,pronoun
I133,Eric embraced Mike. He,M,IC1,Ferstl et al.(2010),english,Eric,Mike,embraced,Eric,Subject,Yes,Subject,0.999973009,"smiled warmly, feeling a sense of relief and gratitude towards his friend.",Ambiguous,pronoun
I134,Zack fazed Tony. He,M,IC1,Ferstl et al.(2010),english,Zack,Tony,fazed,Z,Subject,Yes,Subject,0.999002705,"didn't seem to notice, however, and just kept on walking down the street.",NA,pronoun
I135,Ben debated with Eric. He,M,IC1,Ferstl et al.(2010),english,Ben,Eric,debated with,Ben,Subject,Yes,Subject,0.999965243,"was convinced that his argument was the strongest, but Eric's points were starting to sway him.",Subject,pronoun
I136,Paul defied Zack. He,M,IC1,Ferstl et al.(2010),english,Paul,Zack,defied,Paul,Subject,Yes,Subject,0.999988029,was furious and immediately confronted him about his actions.,Object,pronoun
I137,David questioned Ben. He,M,IC1,Ferstl et al.(2010),english,David,Ben,questioned,David,Subject,Yes,Subject,0.999984444,was taken aback by the sudden inquiry and struggled to respond.,Object,pronoun
I138,Nick assisted Paul. He,M,IC2,Rohde & Kehler (2014),english,Nick,Paul,assisted,Nick,Subject,Yes,Subject,0.999981782,was very grateful for the help he received from his friend.,Object,pronoun
I139,Steve blames David. He,M,IC2,Rohde & Kehler (2014),english,Steve,David,blames,Steve,Subject,Yes,Subject,0.999822651,believes that David's careless mistake led to the entire project's failure.,Subject,pronoun
I140,Brian comforted Nick. He,M,IC2,Rohde & Kehler (2014),english,Brian,Nick,comforted,Brian,Subject,Yes,Subject,0.999777817,was visibly shaken but tried to composed himself after a few words of reassurance from Brian.,Object,pronoun
I141,Frank congratulated Steve. He,M,IC2,Rohde & Kehler (2014),english,Frank,Steve,congratulated,Frank,Subject,Yes,Subject,0.920258316,was beaming with pride after hearing the news about his recent promotion.,Object,pronoun
I142,Simon corrected Brian. He,M,IC2,Rohde & Kehler (2014),english,Simon,Brian,corrected,Simon,Subject,Yes,Subject,0.999850251,appreciated the feedback and made the necessary changes to his project immediately.,Object,pronoun
I143,Justin detests Frank. He,M,IC2,Rohde & Kehler (2014),english,Justin,Frank,detests,Justin,Subject,Yes,Subject,0.999398846,thinks Frank is arrogant and always tries to avoid him at social gatherings.,Subject,pronoun
I144,Mike fears Justin. He,M,IC2,Rohde & Kehler (2014),english,Mike,Justin,fears,Mike,Subject,Yes,Subject,0.999948022,thinks Justin is going to beat him in the upcoming championship game.,Subject,pronoun
I145,Tony envies Mike. He,M,IC2,Rohde & Kehler (2014),english,Tony,Mike,envies,Tony,Subject,Yes,Subject,0.75360269,"has been trying to emulate Mike's success for years, often seeking his advice and guidance on various projects.",Subject,pronoun
I146,Eric hates Tony. He,M,IC2,Rohde & Kehler (2014),english,Eric,Tony,hates,Eric,Subject,Yes,Subject,0.999997789,thinks Tony is arrogant and always tries to avoid him at social gatherings.,Subject,pronoun
I147,Zack helped Eric. He,M,IC2,Rohde & Kehler (2014),english,Zack,Eric,helped,Z,Subject,Yes,Subject,0.999994809,was very grateful for the assistance and thanked Zack repeatedly.,Object,pronoun
I148,Ben mocked Zack. He,M,IC2,Rohde & Kehler (2014),english,Ben,Zack,mocked,Ben,Subject,Yes,Subject,0.999995635,"was known for his sarcastic humor and often targeted his friends with jokes and teasing, but this time he may have gone too far with Zack.",Subject,pronoun
I149,Paul noticed Ben. He,M,IC2,Rohde & Kehler (2014),english,Paul,Ben,noticed,Paul,Subject,Yes,Subject,0.999994839,"was staring intensely at something on the ground, completely unaware of Paul's gaze.",Object,pronoun
I150,David pacified Paul. He,M,IC2,Rohde & Kehler (2014),english,David,Paul,pacified,David,Subject,Yes,Subject,0.999971917,"then went on to resolve the issue with their other colleagues, ensuring a peaceful work environment for everyone.",Subject,pronoun
I151,Nick praised David. He,M,IC2,Rohde & Kehler (2014),english,Nick,David,praised,Nick,Subject,Yes,Subject,0.997195192,was happy to have received such positive feedback from his colleague.,Object,pronoun
I152,Steve reproached Nick. He,M,IC2,Rohde & Kehler (2014),english,Steve,Nick,reproached,Steve,Subject,Yes,Subject,0.999182169,felt a pang of guilt for what he had done to deserve such a reaction from his friend.,Object,pronoun
I153,Brian scolded Steve. He,M,IC2,Rohde & Kehler (2014),english,Brian,Steve,scolded,Brian,Subject,Yes,Subject,0.999941296,immediately regretted his harsh tone and apologized to his friend.,Subject,pronoun
I154,Frank stared at Brian. He,M,IC2,Rohde & Kehler (2014),english,Frank,Brian,stared at,Frank,Subject,Yes,Subject,0.999935425,"was taken aback by the intense gaze and couldn't help but look away, wondering what had prompted such a stern expression.",Object,pronoun
I155,Simon thanked Frank. He,M,IC2,Rohde & Kehler (2014),english,Simon,Frank,thanked,Simon,Subject,Yes,Subject,0.995076144,appreciated the help Frank had provided in fixing his broken bicycle.,Subject,pronoun
I156,Justin trusted Simon. He,M,IC2,Rohde & Kehler (2014),english,Justin,Simon,trusted,Justin,Subject,Yes,Subject,0.999874419,was one of the few people Justin had known since childhood and had always been there for him.,Object,pronoun
