itemID,stimuli,gender,verb,study,language,subject,object,predicate,binary_choice_response,binary_choice,yes_no_response,subject_yes_probability,yes_no_choice,continuation_response,cont_choice,prompt
I29,Eric concerned Paul. He,M,IC1,Ferstl et al.(2010),english,Eric,Paul,concerned,Paul,Object,No,3.20E-10,Object,was always so stressed out and needed someone to talk to.,Object,pronoun
I30,Zack irritated David. He,M,IC1,Ferstl et al.(2010),english,Zack,David,irritated,Z,Subject,No,2.48E-07,Object,was always making sarcastic comments that rubbed David the wrong way.,Subject,pronoun
I31,Ben antagonized Nick. He,M,IC1,Ferstl et al.(2010),english,Ben,Nick,antagonized,Ben,Subject,No,0.123396989,Object,was always looking for ways to provoke him.,Subject,pronoun
I32,Paul frustrated Steve. He,M,IC1,Ferstl et al.(2010),english,Paul,Steve,frustrated,Paul,Subject,No,2.28E-09,Object,"was always late to their meetings, which made it difficult for them to make progress on their projects.",Subject,pronoun
I33,David appalled Brian. He,M,IC1,Ferstl et al.(2010),english,David,Brian,appalled,David,Subject,No,8.53E-07,Object,decided to apologize for his thoughtless actions.,Subject,pronoun
I34,Nick captivated Frank. He,M,IC1,Ferstl et al.(2010),english,Nick,Frank,captivated,Nick,Subject,No,1.17E-10,Object,was always able to draw Frank into his stories with his expressive gestures and vibrant enthusiasm.,Subject,pronoun
I35,Steve inspired Simon. He,M,IC1,Ferstl et al.(2010),english,Steve,Simon,inspired,Steve,Subject,No,2.52E-06,Object,"was always there to offer encouragement and support, helping Simon gain confidence in his abilities.",Subject,pronoun
I36,Brian lied to Justin. He,M,IC1,Ferstl et al.(2010),english,Brian,Justin,lied to,Brian,Subject,Yes,0.977621281,Subject,was feeling guilty about the deception but wasn't sure how to come clean.,Subject,pronoun
I37,Frank maddened Mike. He,M,IC1,Ferstl et al.(2010),english,Frank,Mike,maddened,Frank,Subject,No,1.97E-11,Object,couldn't stand being around Frank anymore due to his constant irritability and provocative behavior.,Object,pronoun
I38,Simon peeved Tony. He,M,IC1,Ferstl et al.(2010),english,Simon,Tony,peeved,Simon,Subject,No,1.54E-06,Object,was not happy about the way Simon had treated him earlier.,Object,pronoun
I39,Justin entranced Eric. He,M,IC1,Ferstl et al.(2010),english,Justin,Eric,entranced,Justin,Subject,No,0.004243773,Object,was captivated by Justin's charismatic presence and found himself unable to look away.,Object,pronoun
I40,Mike intrigued Ben. He,M,IC1,Ferstl et al.(2010),english,Mike,Ben,intrigued,Mike,Subject,No,2.23E-09,Object,was always coming up with new and exciting ideas that captivated Ben's interest.,Subject,pronoun
I41,Tony repulsed Paul. He,M,IC1,Ferstl et al.(2010),english,Tony,Paul,repulsed,Tony,Subject,No,0.036423007,Object,decided to avoid any further contact with Paul.,Subject,pronoun
I42,Eric worried David. He,M,IC1,Ferstl et al.(2010),english,Eric,David,worried,David,Object,No,1.73E-10,Object,"was always so stressed and tense, it was contagious around him.",Object,pronoun
I43,Zack betrayed Nick. He,M,IC1,Ferstl et al.(2010),english,Zack,Nick,betrayed,Z,Subject,No,0.000822433,Object,"felt a mix of relief and guilt as he walked away from their long-standing friendship, knowing that his actions would change everything between them forever.",Subject,pronoun
I44,Ben confessed to Steve. He,M,IC1,Ferstl et al.(2010),english,Ben,Steve,confessed to,Ben,Subject,No,0.029983512,Object,felt a huge weight lift off his shoulders after admitting what he had done.,Subject,pronoun
I45,Paul scared Brian. He,M,IC1,Ferstl et al.(2010),english,Paul,Brian,scared,Paul,Subject,No,9.10E-08,Object,ran away as fast as he could.,Object,pronoun
I46,David wowed Frank. He,M,IC1,Ferstl et al.(2010),english,David,Frank,wowed,David,Subject,No,0.047796561,Object,was truly impressed by David's performance.,NA,pronoun
I47,Nick disappointed Simon. He,M,IC1,Ferstl et al.(2010),english,Nick,Simon,disappointed,Nick,Subject,No,2.35E-06,Object,didn't follow through on his promise to help with the project.,Subject,pronoun
I48,Steve intimidated Justin. He,M,IC1,Ferstl et al.(2010),english,Steve,Justin,intimidated,Steve,Subject,No,1.28E-06,Object,decided to stay away from Steve to avoid any trouble.,Object,pronoun
I49,Brian bugged Mike. He,M,IC1,Ferstl et al.(2010),english,Brian,Mike,bugged,Brian,Subject,No,1.06E-09,Object,was annoyed by Brian's constant interruptions.,Object,pronoun
I50,Frank daunted Tony. He,M,IC1,Ferstl et al.(2010),english,Frank,Tony,daunted,Frank,Subject,No,1.13E-10,Object,was always so confident and assertive that Tony felt intimidated in his presence.,Subject,pronoun
I51,Simon echoed Eric. He,M,IC1,Ferstl et al.(2010),english,Simon,Eric,echoed,Simon,Subject,No,3.40E-10,Object,repeated what Eric had just said.,Subject,pronoun
I52,Justin enthralled Zack. He,M,IC1,Ferstl et al.(2010),english,Justin,Zack,enthralled,Justin,Subject,No,0.038921955,Object,"was a natural storyteller, capturing Zack's attention with every word.",Subject,pronoun
I53,Mike excited Paul. He,M,IC1,Ferstl et al.(2010),english,Mike,Paul,excited,Mike,Subject,No,1.12E-07,Object,was eager to share the good news about his new job opportunity.,Subject,pronoun
I54,Tony gladdened David. He,M,IC1,Ferstl et al.(2010),english,Tony,David,gladdened,Tony,Subject,No,1.12E-10,Object,was overjoyed by the unexpected kindness shown to him.,Object,pronoun
I55,Eric mesmerised Nick. He,M,IC1,Ferstl et al.(2010),english,Eric,Nick,mesmerised,Eric,Subject,No,0.000348593,Object,was captivated by Eric's intense gaze and charismatic presence.,Object,pronoun
I56,Zack enraged Steve. He,M,IC1,Ferstl et al.(2010),english,Zack,Steve,enraged,Z,Subject,No,1.81E-09,Object,"stormed out of the room, clearly not wanting to deal with the situation any longer.",Object,pronoun
I57,Ben enticed Brian. He,M,IC1,Ferstl et al.(2010),english,Ben,Brian,enticed,Ben,Subject,No,0.140049786,Object,was always good at drawing people into his plans.,Subject,pronoun
I58,Paul provoked Frank. He,M,IC1,Ferstl et al.(2010),english,Paul,Frank,provoked,Paul,Subject,No,8.46E-10,Object,was not surprised when Frank reacted angrily.,Subject,pronoun
I59,David unnerved Simon. He,M,IC1,Ferstl et al.(2010),english,David,Simon,unnerved,David,Subject,No,3.78E-09,Object,didn't know how to react to David's unpredictable behavior.,Object,pronoun
I60,Nick frightened Justin. He,M,IC1,Ferstl et al.(2010),english,Nick,Justin,frightened,Nick,Subject,No,4.81E-06,Object,ran out of the room in fear.,Object,pronoun
I61,Steve troubled Mike. He,M,IC1,Ferstl et al.(2010),english,Steve,Mike,troubled,Steve,Subject,No,1.99E-09,Object,was always making sarcastic comments that hurt Mike's feelings.,Subject,pronoun
I62,Brian repelled Tony. He,M,IC1,Ferstl et al.(2010),english,Brian,Tony,repelled,Brian,Subject,No,0.001192649,Object,was determined to keep his distance from Tony to avoid any conflict or tension between them.,Subject,pronoun
I63,Frank sickened Eric. He,M,IC1,Ferstl et al.(2010),english,Frank,Eric,sickened,Frank,Subject,No,7.43E-10,Object,was always so rude and disrespectful towards him.,Subject,pronoun
I64,Simon revolted Zack. He,M,IC1,Ferstl et al.(2010),english,Simon,Zack,revolted,Simon,Subject,No,2.36E-07,Object,"was determined to stand up for what he believed was right, even if it meant facing conflict.",Subject,pronoun
I65,Justin trailed Ben. He,M,IC1,Ferstl et al.(2010),english,Justin,Ben,trailed,Ben,Object,No,6.09E-10,Object,was careful to keep a safe distance while following him.,Subject,pronoun
I66,Mike upset David. He,M,IC1,Ferstl et al.(2010),english,Mike,David,upset,Mike,Subject,No,2.37E-07,Object,was sorry about his actions later.,Subject,pronoun
I67,Tony exhausted Nick. He,M,IC1,Ferstl et al.(2010),english,Tony,Nick,exhausted,Tony,Subject,No,1.06E-08,Object,needed a moment to catch his breath and recover from the intense activity they had been engaged in.,Object,pronoun
I68,Eric wearied Steve. He,M,IC1,Ferstl et al.(2010),english,Eric,Steve,wearied,Steve,Object,No,1.04E-11,Object,needed a break from constantly dealing with Eric's demands and energy.,Object,pronoun
I69,Zack staggered Brian. He,M,IC1,Ferstl et al.(2010),english,Zack,Brian,staggered,Z,Subject,No,1.52E-08,Object,fell backwards from the force of the impact but managed to catch himself before he hit the ground.,Object,pronoun
I70,Ben cheated Frank. He,M,IC1,Ferstl et al.(2010),english,Ben,Frank,cheated,Ben,Subject,Yes,0.950251262,Subject,felt guilty afterwards but also feared the consequences of getting caught.,Subject,pronoun
I71,Paul repaid Simon. He,M,IC1,Ferstl et al.(2010),english,Paul,Simon,repaid,Paul,Subject,No,9.33E-09,Object,was grateful to have the debt settled.,Subject,pronoun
I72,David astounded Justin. He,M,IC1,Ferstl et al.(2010),english,David,Justin,astounded,David,Subject,No,0.058229841,Object,had never expected such an impressive feat from David before.,Object,pronoun
I73,Nick exhilarated Mike. He,M,IC1,Ferstl et al.(2010),english,Nick,Mike,exhilarated,Nick,Subject,No,1.50E-11,Object,"was filled with joy and energy, feeling more motivated than ever before.",Object,pronoun
I74,Steve spooked Tony. He,M,IC1,Ferstl et al.(2010),english,Steve,Tony,spooked,Steve,Subject,No,6.89E-09,Object,ran out of the room in fear.,Object,pronoun
I75,Brian unsettled Eric. He,M,IC1,Ferstl et al.(2010),english,Brian,Eric,unsettled,Brian,Subject,No,3.96E-09,Object,"was always making unexpected and abrupt changes at the last minute, which made it hard for Eric to feel secure or prepared.",Subject,pronoun
I76,Frank flabbergasted Zack. He,M,IC1,Ferstl et al.(2010),english,Frank,Zack,flabbergasted,Frank,Subject,No,0.000127545,Object,was so surprised that he couldn't form words for a few moments.,Object,pronoun
I77,Simon kissed Ben. He,M,IC1,Ferstl et al.(2010),english,Simon,Ben,kissed,Simon,Subject,No,6.16E-07,Object,pulled back slightly to look into Ben's eyes.,Subject,pronoun
I78,Justin nuzzled Paul. He,M,IC1,Ferstl et al.(2010),english,Justin,Paul,nuzzled,Justin,Subject,No,5.38E-07,Object,kissed him gently on the neck.,Subject,pronoun
I79,Mike pained Nick. He,M,IC1,Ferstl et al.(2010),english,Mike,Nick,pained,Mike,Subject,No,1.25E-05,Object,needed time to apologize and explain his actions.,Subject,pronoun
I80,Tony confused Steve. He,M,IC1,Ferstl et al.(2010),english,Tony,Steve,confused,Tony,Subject,No,2.60E-06,Object,didn't explain his plan clearly.,Subject,pronoun
I81,Eric distressed Brian. He,M,IC1,Ferstl et al.(2010),english,Eric,Brian,distressed,Eric,Subject,No,7.19E-07,Object,needed to apologize for his actions immediately.,Subject,pronoun
I82,Zack vexed Frank. He,M,IC1,Ferstl et al.(2010),english,Zack,Frank,vexed,Z,Subject,No,0.002556315,Object,was not happy about the constant interruptions and felt that his ideas were being dismissed.,Object,pronoun
I83,Ben bothered Simon. He,M,IC1,Ferstl et al.(2010),english,Ben,Simon,bothered,Simon,Object,No,7.96E-11,Object,was always interrupting him during important meetings.,Subject,pronoun
I84,Paul alarmed Justin. He,M,IC1,Ferstl et al.(2010),english,Paul,Justin,alarmed,Paul,Subject,No,7.93E-08,Object,needed to tell Justin about the imminent danger they were in.,Subject,pronoun
I85,David disgruntled Mike. He,M,IC1,Ferstl et al.(2010),english,David,Mike,disgruntled,David,Subject,No,4.61E-05,Object,was not happy about the way David had treated him.,Object,pronoun
I86,Nick plagued Tony. He,M,IC1,Ferstl et al.(2010),english,Nick,Tony,plagued,Nick,Subject,No,2.72E-06,Object,was always finding new ways to cause trouble for him.,Subject,pronoun
I87,Steve shadowed Eric. He,M,IC1,Ferstl et al.(2010),english,Steve,Eric,shadowed,Eric,Object,No,1.14E-10,Object,was determined to learn everything Eric knew about the business.,Subject,pronoun
I88,Brian tailed Zack. He,M,IC1,Ferstl et al.(2010),english,Brian,Zack,tailed,Brian,Subject,No,0.339706981,Object,was determined to find out where Zack was going.,Subject,pronoun
I89,Frank incensed Ben. He,M,IC1,Ferstl et al.(2010),english,Frank,Ben,incensed,Frank,Subject,No,2.29E-09,Object,was not expecting such a strong reaction from his friend.,Subject,pronoun
I90,Simon baffled Paul. He,M,IC1,Ferstl et al.(2010),english,Simon,Paul,baffled,Simon,Subject,No,4.80E-11,Object,wasn't expecting such an innovative solution to the problem they were facing.,Object,pronoun
I91,Justin shocked David. He,M,IC1,Ferstl et al.(2010),english,Justin,David,shocked,Justin,Subject,No,0.000147938,Object,didn't expect such a strong reaction from his friend.,Subject,pronoun
I92,Mike disobeyed Steve. He,M,IC1,Ferstl et al.(2010),english,Mike,Steve,disobeyed,Steve,Object,No,2.92E-09,Object,was reprimanded for his actions.,Subject,pronoun
I93,Tony distracted Brian. He,M,IC1,Ferstl et al.(2010),english,Tony,Brian,distracted,Tony,Subject,No,0.000226507,Object,was hoping to divert his attention long enough to sneak a peek at the secret project.,Subject,pronoun
I94,Eric married Frank. He,M,IC1,Ferstl et al.(2010),english,Eric,Frank,married,Frank,Object,No,3.57E-07,Object,decided to spend more time planning their future together.,Ambiguous,pronoun
I95,Zack met Simon. He,M,IC1,Ferstl et al.(2010),english,Zack,Simon,met,Z,Subject,No,2.20E-06,Object,was excited to catch up with his old friend.,Ambiguous,pronoun
I96,Ben ordered around Justin. He,M,IC1,Ferstl et al.(2010),english,Ben,Justin,ordered around,Ben,Subject,No,6.10E-05,Object,was used to being in charge and often took the lead in group situations.,Subject,pronoun
I97,Paul harmed Mike. He,M,IC1,Ferstl et al.(2010),english,Paul,Mike,harmed,Paul,Subject,No,3.56E-08,Object,should apologize and take responsibility for his actions.,Subject,pronoun
I98,David astonished Tony. He,M,IC1,Ferstl et al.(2010),english,David,Tony,astonished,David,Subject,No,0.000376626,Object,was not expecting such an impressive feat from David.,Object,pronoun
I99,Nick bewildered Eric. He,M,IC1,Ferstl et al.(2010),english,Nick,Eric,bewildered,Nick,Subject,No,1.52E-09,Object,wasn't sure what he had done to cause such a reaction from Nick.,Object,pronoun
I100,Steve invigorated Zack. He,M,IC1,Ferstl et al.(2010),english,Steve,Zack,invigorated,Steve,Subject,No,2.15E-08,Object,felt a renewed sense of energy and motivation.,Object,pronoun
I101,Brian tantalized Ben. He,M,IC1,Ferstl et al.(2010),english,Brian,Ben,tantalized,Brian,Subject,No,0.001621509,Object,was always good at keeping Ben curious and eager for more.,Subject,pronoun
I102,Frank battled Paul. He,M,IC1,Ferstl et al.(2010),english,Frank,Paul,battled,Frank,Subject,No,7.80E-06,Object,was determined to come out on top after months of preparation and training.,Ambiguous,pronoun
I103,Simon hurt David. He,M,IC1,Ferstl et al.(2010),english,Simon,David,hurt,Simon,Subject,No,1.96E-07,Object,needed to apologize for his actions.,Subject,pronoun
I104,Justin followed Nick. He,M,IC1,Ferstl et al.(2010),english,Justin,Nick,followed,Nick,Object,No,7.68E-10,Object,was determined not to lose sight of him in the crowd.,Subject,pronoun
I105,Mike tormented Brian. He,M,IC1,Ferstl et al.(2010),english,Mike,Brian,tormented,Mike,Subject,No,0.005497316,Object,was always finding new ways to tease him uncontrollably.,Subject,pronoun
I106,Tony grazed Frank. He,M,IC1,Ferstl et al.(2010),english,Tony,Frank,grazed,Tony,Subject,No,3.37E-08,Object,needed to be more careful around sharp objects.,Subject,pronoun
I107,Eric played Simon. He,M,IC1,Ferstl et al.(2010),english,Eric,Simon,played,Eric,Subject,No,0.093348492,Object,won the game by a narrow margin.,NA,pronoun
I108,Zack dumbfounded Justin. He,M,IC1,Ferstl et al.(2010),english,Zack,Justin,dumbfounded,Z,Subject,No,1.60E-05,Object,wasn't expecting such a surprising reaction from his friend.,Subject,pronoun
I109,Ben flattered Mike. He,M,IC1,Ferstl et al.(2010),english,Ben,Mike,flattered,Mike,Object,No,1.56E-06,Object,was always good at making people feel appreciated and valued.,Subject,pronoun
I110,Paul alienated Tony. He,M,IC1,Ferstl et al.(2010),english,Paul,Tony,alienated,Paul,Subject,No,0.016896085,Object,felt regret later for his harsh words.,Subject,pronoun
I111,David harassed Eric. He,M,IC1,Ferstl et al.(2010),english,David,Eric,harassed,David,Subject,No,0.173851266,Object,should face the consequences for his actions.,Subject,pronoun
I112,Nick approached Zack. He,M,IC1,Ferstl et al.(2010),english,Nick,Zack,approached,Nick,Subject,No,0.000547838,Object,reached out his hand for a friendly handshake.,Subject,pronoun
I113,Steve beguiled Ben. He,M,IC1,Ferstl et al.(2010),english,Steve,Ben,beguiled,Steve,Subject,No,4.98E-05,Object,was always able to charm his way out of any situation.,Subject,pronoun
I114,Brian caressed Paul. He,M,IC1,Ferstl et al.(2010),english,Brian,Paul,caressed,Brian,Subject,No,3.15E-07,Object,"closed his eyes, savoring the moment.",Object,pronoun
I115,Frank enlivened David. He,M,IC1,Ferstl et al.(2010),english,Frank,David,enlivened,Frank,Subject,No,8.80E-09,Object,was always full of energy and exciting ideas that seemed to infect those around him with his enthusiasm.,Subject,pronoun
I116,Simon corrupted Nick. He,M,IC1,Ferstl et al.(2010),english,Simon,Nick,corrupted,Simon,Subject,No,0.000216834,Object,"was once a respected member of the community, but now he leads Nick down a path of deceit and manipulation.",Subject,pronoun
I117,Justin confounded Steve. He,M,IC1,Ferstl et al.(2010),english,Justin,Steve,confounded,Justin,Subject,No,2.78E-08,Object,wasn't expecting such a complex solution to the problem.,Object,pronoun
I118,Mike deserted Frank. He,M,IC1,Ferstl et al.(2010),english,Mike,Frank,deserted,Mike,Subject,No,0.000123723,Object,was determined not to look back or reconsider his decision.,Subject,pronoun
I119,Tony discouraged Simon. He,M,IC1,Ferstl et al.(2010),english,Tony,Simon,discouraged,Tony,Subject,No,2.50E-07,Object,needed to find his own way and make his own decisions.,Object,pronoun
I120,Eric tracked Justin. He,M,IC1,Ferstl et al.(2010),english,Eric,Justin,tracked,Eric,Subject,No,0.000375183,Object,was determined to find out where Justin was going every night.,Subject,pronoun
I121,Zack startled Mike. He,M,IC1,Ferstl et al.(2010),english,Zack,Mike,startled,Z,Subject,No,5.19E-09,Object,jumped out of his seat when Mike suddenly yelled behind him.,Subject,pronoun
I122,Ben defamed Tony. He,M,IC1,Ferstl et al.(2010),english,Ben,Tony,defamed,Ben,Subject,No,1.25E-05,Object,should apologize for his actions and the harm caused to Tony's reputation.,Subject,pronoun
I123,Paul abandoned Eric. He,M,IC1,Ferstl et al.(2010),english,Paul,Eric,abandoned,Paul,Subject,No,0.000538478,Object,felt a mix of relief and guilt as he walked away.,Subject,pronoun
I124,David courted Zack. He,M,IC1,Ferstl et al.(2010),english,David,Zack,courted,David,Subject,Yes,0.990623551,Subject,was very attentive and made sure to understand Zack's interests and preferences.,Subject,pronoun
I125,Nick wounded Ben. He,M,IC1,Ferstl et al.(2010),english,Nick,Ben,wounded,Nick,Subject,No,9.50E-05,Object,needed immediate medical attention.,Object,pronoun
I126,Steve chilled Paul. He,M,IC1,Ferstl et al.(2010),english,Steve,Paul,chilled,Steve,Subject,No,5.16E-05,Object,wasn't expecting such a calm and relaxing time with his friend.,Object,pronoun
I127,Brian nettled David. He,M,IC1,Ferstl et al.(2010),english,Brian,David,nettled,Brian,Subject,No,0.00168505,Object,was not pleased with Brian's behavior and decided to talk about it later.,Object,pronoun
I128,Frank pursued Nick. He,M,IC1,Ferstl et al.(2010),english,Frank,Nick,pursued,Frank,Subject,No,1.10E-06,Object,was determined to catch up and talk things over.,Subject,pronoun
I129,Simon dreamed about Steve. He,M,IC1,Ferstl et al.(2010),english,Simon,Steve,dreamed about,Simon,Subject,No,0.01708531,Object,"was always thinking about him, even in his dreams.",Subject,pronoun
I130,Justin galled Brian. He,M,IC1,Ferstl et al.(2010),english,Justin,Brian,galled,Brian,Object,No,1.27E-05,Object,was not pleased with how Brian had treated him at the meeting.,Subject,pronoun
I131,Mike stimulated Simon. He,M,IC1,Ferstl et al.(2010),english,Mike,Simon,stimulated,Mike,Subject,No,0.000387931,Object,"was immediately alert and responsive, showing signs of increased energy and engagement.",Object,pronoun
I132,Tony affected Justin. He,M,IC1,Ferstl et al.(2010),english,Tony,Justin,affected,Tony,Subject,No,5.28E-07,Object,was not aware of the impact his actions had on Justin's feelings.,Subject,pronoun
I133,Eric embraced Mike. He,M,IC1,Ferstl et al.(2010),english,Eric,Mike,embraced,Eric,Subject,No,7.54E-10,Object,returned the embrace warmly.,Object,pronoun
I134,Zack fazed Tony. He,M,IC1,Ferstl et al.(2010),english,Zack,Tony,fazed,Z,Subject,No,0.002710826,Object,wasn't expecting such a sudden and surprising reaction from Zack.,Object,pronoun
I135,Ben debated with Eric. He,M,IC1,Ferstl et al.(2010),english,Ben,Eric,debated with,Ben,Subject,No,4.68E-05,Object,felt strongly about his points but respected Eric's perspective.,Subject,pronoun
I136,Paul defied Zack. He,M,IC1,Ferstl et al.(2010),english,Paul,Zack,defied,Paul,Subject,No,1.33E-09,Object,"stood his ground, unwilling to back down from the challenge.",Object,pronoun
I137,David questioned Ben. He,M,IC1,Ferstl et al.(2010),english,David,Ben,questioned,David,Subject,No,0.000509211,Object,wanted to know more about the situation.,Subject,pronoun
I138,Nick assisted Paul. He,M,IC2,Rohde & Kehler (2014),english,Nick,Paul,assisted,Paul,Object,No,8.85E-08,Object,helped him with his task.,Subject,pronoun
I139,Steve blames David. He,M,IC2,Rohde & Kehler (2014),english,Steve,David,blames,Steve,Subject,No,2.47E-09,Object,is convinced that David made a critical error in their project.,Subject,pronoun
I140,Brian comforted Nick. He,M,IC2,Rohde & Kehler (2014),english,Brian,Nick,comforted,Nick,Object,No,0.000437108,Object,was clearly upset about what had happened at school that day.,Object,pronoun
I141,Frank congratulated Steve. He,M,IC2,Rohde & Kehler (2014),english,Frank,Steve,congratulated,Steve,Object,No,1.79E-10,Object,was very happy for his friend's success.,Subject,pronoun
I142,Simon corrected Brian. He,M,IC2,Rohde & Kehler (2014),english,Simon,Brian,corrected,Simon,Subject,No,0.387129053,Object,was always attentive to ensuring that everyone understood things correctly.,Subject,pronoun
I143,Justin detests Frank. He,M,IC2,Rohde & Kehler (2014),english,Justin,Frank,detests,Justin,Subject,No,0.01167154,Object,"avoided Frank at all costs, making sure to steer clear of any situations where they might cross paths.",Subject,pronoun
I144,Mike fears Justin. He,M,IC2,Rohde & Kehler (2014),english,Mike,Justin,fears,Justin,Object,No,0.000253019,Object,"is always cautious around him, never knowing what kind of mood Justin might be in.",Subject,pronoun
I145,Tony envies Mike. He,M,IC2,Rohde & Kehler (2014),english,Tony,Mike,envies,Mike,Object,No,1.32E-08,Object,wishes he had Mike's confidence and ease in social situations.,Subject,pronoun
I146,Eric hates Tony. He,M,IC2,Rohde & Kehler (2014),english,Eric,Tony,hates,Eric,Subject,No,6.29E-08,Object,should probably try to understand Tony better and find common ground.,Subject,pronoun
I147,Zack helped Eric. He,M,IC2,Rohde & Kehler (2014),english,Zack,Eric,helped,Z,Subject,No,1.67E-05,Object,was very grateful for the assistance.,Object,pronoun
I148,Ben mocked Zack. He,M,IC2,Rohde & Kehler (2014),english,Ben,Zack,mocked,Ben,Subject,No,0.096429562,Object,wasn't happy about the mean comments and felt hurt by Ben's behavior.,Object,pronoun
I149,Paul noticed Ben. He,M,IC2,Rohde & Kehler (2014),english,Paul,Ben,noticed,Paul,Subject,No,2.04E-06,Object,was intrigued by Ben's new hairstyle.,Subject,pronoun
I150,David pacified Paul. He,M,IC2,Rohde & Kehler (2014),english,David,Paul,pacified,David,Subject,No,0.204510034,Object,was visibly calmer after David spoke to him.,Object,pronoun
I151,Nick praised David. He,M,IC2,Rohde & Kehler (2014),english,Nick,David,praised,Nick,Subject,No,6.60E-08,Object,was very appreciative of the recognition.,Object,pronoun
I152,Steve reproached Nick. He,M,IC2,Rohde & Kehler (2014),english,Steve,Nick,reproached,Steve,Subject,No,0.002422323,Object,was clearly upset about the mistake Nick had made.,Subject,pronoun
I153,Brian scolded Steve. He,M,IC2,Rohde & Kehler (2014),english,Brian,Steve,scolded,Brian,Subject,No,0.00162259,Object,was clearly frustrated with Steve's actions.,Subject,pronoun
I154,Frank stared at Brian. He,M,IC2,Rohde & Kehler (2014),english,Frank,Brian,stared at,Frank,Subject,No,3.29E-08,Object,"looked away after a few seconds, feeling a mix of curiosity and unease.",Object,pronoun
I155,Simon thanked Frank. He,M,IC2,Rohde & Kehler (2014),english,Simon,Frank,thanked,Frank,Object,No,2.51E-05,Object,was very grateful for Frank's help.,Subject,pronoun
I156,Justin trusted Simon. He,M,IC2,Rohde & Kehler (2014),english,Justin,Simon,trusted,Simon,Object,No,4.72E-12,Object,was always honest with him and never broke a promise.,Object,pronoun
I157,Mike values Tony. He,M,IC2,Rohde & Kehler (2014),english,Mike,Tony,values,Tony,Object,No,2.08E-09,Object,is always there to support him in every challenge he faces.,Object,pronoun
I158,Tony cuddled Eric. He,M,IC2,Ferstl et al.(2010),english,Tony,Eric,cuddled,Tony,Subject,No,1.74E-06,Object,felt a warm sense of comfort and happiness in that moment.,Ambiguous,pronoun
I159,Eric decried Zack. He,M,IC2,Ferstl et al.(2010),english,Eric,Zack,decried,Eric,Subject,No,2.44E-05,Object,was clearly upset about something Zack had done or said.,Subject,pronoun
I160,Zack moved Ben. He,M,IC2,Ferstl et al.(2010),english,Zack,Ben,moved,Z,Subject,No,0.001640267,Object,was careful not to cause any discomfort as he shifted Ben's position.,Subject,pronoun
I161,Ben deprecated Paul. He,M,IC2,Ferstl et al.(2010),english,Ben,Paul,deprecated,Ben,Subject,No,0.003243974,Object,was often critical of Paul's methods and approach.,Subject,pronoun
I162,Paul encouraged David. He,M,IC2,Ferstl et al.(2010),english,Paul,David,encouraged,Paul,Subject,No,7.15E-08,Object,was always there to support him whenever he needed it.,Subject,pronoun
I163,David played with Nick. He,M,IC2,Ferstl et al.(2010),english,David,Nick,played with,David,Subject,No,0.000605077,Object,was having a great time at the park.,Ambiguous,pronoun
I164,Nick hit Steve. He,M,IC2,Ferstl et al.(2010),english,Nick,Steve,hit,Nick,Subject,No,2.26E-05,Object,was not expecting such a strong reaction from Steve.,Subject,pronoun
I165,Steve reproved Brian. He,M,IC2,Ferstl et al.(2010),english,Steve,Brian,reproved,Steve,Subject,No,0.00169858,Object,was clearly upset about the mistake Brian had made and wanted to ensure it wouldn't happen again.,Subject,pronoun
I166,Brian forgot Frank. He,M,IC2,Ferstl et al.(2010),english,Brian,Frank,forgot,Brian,Subject,No,0.048943829,Object,didn't remember to send the email to Frank about the meeting.,Subject,pronoun
I167,Frank exalted Simon. He,M,IC2,Ferstl et al.(2010),english,Frank,Simon,exalted,Frank,Subject,No,6.62E-11,Object,was always quick to praise Simon's contributions and leadership.,Subject,pronoun
I168,Simon instructed Justin. He,M,IC2,Ferstl et al.(2010),english,Simon,Justin,instructed,Simon,Subject,Yes,0.670288845,Subject,needed to follow the steps carefully to complete the task successfully.,Object,pronoun
I169,Justin warned Mike. He,M,IC2,Ferstl et al.(2010),english,Justin,Mike,warned,Justin,Subject,No,0.000452491,Object,needed to be more careful from now on.,Object,pronoun
I170,Mike welcomed Eric. He,M,IC2,Ferstl et al.(2010),english,Mike,Eric,welcomed,Mike,Subject,No,0.00270586,Object,smiled warmly and offered him a seat at the table.,Subject,pronoun
I171,Tony rebuked Zack. He,M,IC2,Ferstl et al.(2010),english,Tony,Zack,rebuked,Tony,Subject,No,0.020412216,Object,was clearly upset about Zack's mistake and wanted him to understand the seriousness of the situation.,Subject,pronoun
I172,Eric blessed Ben. He,M,IC2,Ferstl et al.(2010),english,Eric,Ben,blessed,Eric,Subject,No,0.14522046,Object,"smiled warmly at Ben, feeling a deep sense of connection and goodwill towards him.",Subject,pronoun
I173,Zack divorced Paul. He,M,IC2,Ferstl et al.(2010),english,Zack,Paul,divorced,Z,Subject,No,4.70E-06,Object,felt a mix of relief and sadness as he started this new chapter of his life.,Ambiguous,pronoun
I174,Ben persecuted David. He,M,IC2,Ferstl et al.(2010),english,Ben,David,persecuted,Ben,Subject,No,1.45E-07,Object,was determined to make life difficult for him in every way possible.,Subject,pronoun
I175,Paul derided Nick. He,M,IC2,Ferstl et al.(2010),english,Paul,Nick,derided,Paul,Subject,No,1.13E-05,Object,was known for his sharp tongue and often used it to cut down those around him.,Subject,pronoun
